1	0.834201	-0.000734	0.005112
2	0.838445	0.001317	-0.002556
3	0.835262	0.001637	-0.007668
4	0.834973	0.000455	-0.004726
5	0.833237	-0.000603	-0.009356
6	0.834105	0.000802	-0.007620
7	0.828607	-0.001019	-0.012539
8	0.835745	0.001537	-0.014275
9	0.832369	0.000009	-0.009886
10	0.833719	0.000971	-0.004533
11	0.825617	-0.001502	-0.001157
12	0.821373	0.001139	0.001833
13	0.818576	0.000227	0.006318
14	0.821663	0.001101	-0.002411
15	0.821566	-0.000314	-0.004871
16	0.822820	0.000247	-0.000145
17	0.822820	0.001584	-0.001688
18	0.822531	-0.000712	-0.000048
19	0.823110	-0.000256	-0.001495
20	0.819541	0.000676	0.000096
21	0.826196	0.001489	-0.001206
22	0.821759	0.000415	-0.002701
23	0.819637	0.001467	-0.010417
24	0.819155	0.001089	-0.008198
25	0.822724	0.000756	-0.007668
26	0.822049	0.000527	-0.006028
27	0.819444	-0.001312	-0.008391
28	0.818866	0.001070	-0.006607
29	0.824653	-0.000490	-0.003279
30	0.826678	-0.002687	-0.005787
31	0.828511	-0.002528	-0.010706
32	0.831790	-0.002857	-0.006896
33	0.833237	-0.001330	-0.007571
34	0.831404	0.000182	-0.006221
35	0.831404	-0.000482	-0.007620
36	0.833623	-0.000757	-0.007571
37	0.834877	-0.002326	-0.009211
38	0.832658	0.000740	-0.013600
39	0.837674	0.002001	-0.011912
40	0.840953	-0.000295	-0.013021
41	0.838735	0.001435	-0.009693
42	0.838059	0.000976	-0.008391
43	0.831790	0.000564	-0.004485
44	0.831694	-0.000742	-0.006944
45	0.832562	-0.002835	-0.004196
46	0.834877	-0.001094	-0.001447
47	0.834780	0.000370	-0.000338
48	0.839024	0.000847	0.001206
49	0.833623	0.000125	0.003086
50	0.838735	-0.001136	-0.001109
51	0.843075	0.000126	-0.005305
52	0.843461	0.001240	-0.002942
53	0.838638	0.001179	-0.002363
54	0.838349	0.000724	-0.005064
55	0.836806	0.001174	-0.000241
56	0.836902	0.000163	-0.004147
57	0.835455	-0.000245	-0.006318
58	0.836902	0.000702	-0.001447
59	0.834587	-0.000976	-0.006318
60	0.834491	-0.003586	-0.008247
61	0.831404	-0.001309	-0.008391
62	0.831790	-0.001331	-0.005980
63	0.834684	-0.001531	-0.007957
64	0.831019	0.001269	-0.009742
65	0.834394	0.003796	-0.007137
66	0.834201	0.002381	-0.006607
67	0.835359	0.001255	-0.003954
68	0.835455	0.000039	-0.004726
69	0.835841	0.002304	-0.005449
70	0.840953	0.002766	-0.004147
71	0.833623	-0.001235	-0.002749
72	0.832658	0.000071	-0.002074
73	0.836902	0.001993	-0.000820
74	0.843557	0.000655	-0.003472
75	0.837384	-0.000883	-0.005015
76	0.838445	0.001322	-0.005257
77	0.837963	-0.002395	-0.002797
78	0.837674	0.000964	-0.001302
79	0.837095	0.000340	-0.001977
80	0.834394	0.000865	-0.001206
81	0.832465	-0.000923	-0.002894
82	0.830633	-0.000650	-0.007427
83	0.827257	-0.000583	-0.007186
84	0.827353	0.000689	-0.003665
85	0.828607	-0.000627	-0.004437
86	0.825810	-0.000448	-0.007909
87	0.827546	0.001877	-0.006944
88	0.832562	-0.000486	-0.002652
89	0.826100	0.000924	-0.005305
90	0.824171	-0.000157	-0.003231
91	0.817901	-0.000849	-0.001302
92	0.818287	-0.000357	-0.006414
93	0.818191	0.000680	-0.002459
94	0.817515	-0.000445	-0.003086
95	0.819734	-0.000794	0.000048
96	0.830343	0.001359	-0.003520
97	0.829186	0.000326	-0.002652
98	0.823688	0.000089	-0.000289
99	0.823881	-0.000364	0.001543
100	0.819734	0.000195	0.003520
101	0.821663	0.001637	0.003279
102	0.832176	-0.002063	0.001109
103	0.833140	0.001480	0.002025
104	0.829668	0.000740	0.002508
105	0.836998	-0.000869	0.002363
106	0.832851	0.000693	0.004823
107	0.831115	-0.001731	0.004967
108	0.834491	0.000300	0.002411
109	0.838445	-0.000964	0.004147
110	0.826485	0.001386	0.005642
111	0.826485	-0.000147	0.008873
112	0.829958	-0.002819	0.005353
113	0.830922	-0.000950	0.008391
114	0.830729	0.000175	0.008922
115	0.829765	-0.000934	-0.000048
116	0.827450	-0.001706	0.004437
117	0.832658	-0.004342	0.003954
118	0.832079	-0.001425	0.002604
119	0.829958	0.000321	0.002942
120	0.833430	0.000651	-0.002218
121	0.834491	0.001390	-0.002701
122	0.831790	0.001370	-0.003520
123	0.829282	-0.001371	-0.006896
124	0.827932	-0.000365	-0.009404
125	0.834201	-0.001017	-0.002701
126	0.831983	-0.000154	-0.000579
127	0.824846	-0.000416	-0.000579
128	0.828897	-0.000491	0.000145
129	0.823592	0.000875	0.000241
130	0.830343	0.001771	0.000820
131	0.834298	0.001278	0.000289
132	0.829668	0.000045	-0.001591
133	0.836613	-0.001319	0.000289
134	0.831404	0.000381	-0.000241
135	0.837288	0.000612	0.000675
136	0.831501	0.000175	-0.003231
137	0.836323	0.001986	0.001109
138	0.833430	0.003794	0.001495
139	0.835262	0.000415	0.000145
140	0.833526	0.000510	0.004196
141	0.821759	-0.000511	0.006269
142	0.830536	-0.001788	0.006703
143	0.828318	-0.000474	0.003617
144	0.829861	0.000566	-0.000145
145	0.826678	0.001742	0.005739
146	0.831501	0.001805	0.002942
147	0.832562	0.002028	0.006462
148	0.835745	0.002231	0.009018
149	0.836806	0.001348	0.005883
150	0.830247	0.001382	0.003617
151	0.830343	-0.002175	0.005739
152	0.826003	-0.001782	0.005739
153	0.826292	-0.000567	0.011960
154	0.825907	-0.000525	0.009115
155	0.828800	-0.000654	0.004630
156	0.822627	0.000420	0.004774
157	0.830150	0.000302	0.000193
158	0.823206	-0.000063	-0.002025
159	0.822917	-0.001763	-0.003472
160	0.824556	0.001459	0.000820
161	0.815104	0.000106	0.003231
162	0.819734	0.000589	-0.002170
163	0.821663	-0.000306	-0.002894
164	0.821663	-0.000292	-0.004292
165	0.823785	-0.001204	-0.003762
166	0.829090	0.000124	-0.005064
167	0.827836	-0.000553	-0.002170
168	0.827643	0.000325	-0.003617
169	0.824267	-0.000292	-0.002267
170	0.820602	-0.000092	-0.002315
171	0.816840	0.001488	-0.002025
172	0.812982	-0.000305	-0.001640
173	0.817130	0.000907	-0.004196
174	0.831790	-0.001570	-0.004051
175	0.822145	0.001582	-0.003810
176	0.817226	-0.000693	-0.003665
177	0.820313	-0.001100	-0.003472
178	0.825521	-0.000209	0.000145
179	0.825231	-0.000275	-0.000289
180	0.821277	-0.000814	0.001447
181	0.819348	-0.000608	0.004678
182	0.826485	0.002146	0.005546
183	0.826678	-0.000069	0.001977
184	0.824942	-0.000941	0.004099
185	0.829958	-0.001132	0.002170
186	0.830922	0.002025	-0.000723
187	0.824460	-0.001172	-0.000096
188	0.823978	0.000226	0.001206
189	0.826775	0.001111	-0.001061
190	0.827643	-0.000175	-0.000820
191	0.823978	-0.000711	-0.000965
192	0.820409	-0.001558	0.000096
193	0.828511	-0.002635	0.000868
194	0.827257	-0.000140	0.003424
195	0.826389	-0.002245	0.002459
196	0.821373	-0.000280	0.007378
197	0.821277	0.002142	0.007716
198	0.821663	0.000675	0.005208
199	0.822242	0.000439	0.002701
200	0.825231	-0.000246	0.001688
201	0.823688	-0.001663	0.004630
202	0.818287	-0.000045	0.003810
203	0.815876	-0.001043	0.005112
204	0.819830	-0.000871	-0.000868
205	0.825135	-0.001110	0.003376
206	0.827836	0.000819	0.001254
207	0.835262	0.002812	0.002363
