75	0.836613	0.544464	0.294850	0.141879	0.062886	0.022666	-0.003858	0.007330	-0.002315	-0.002025	-0.002894
150	0.815972	0.496914	0.239294	0.099633	0.034336	0.006655	0.003086	0.001447	0.000868	-0.006076	0.007234
225	0.837770	0.545910	0.302373	0.135320	0.045525	0.004437	-0.001736	-0.004051	-0.000289	-0.004244	0.002652
300	0.829861	0.531154	0.283275	0.124807	0.062693	0.019869	0.008777	-0.004147	0.004823	0.002218	0.003713
375	0.837481	0.565394	0.331887	0.180845	0.079861	0.043981	0.006269	-0.001833	-0.007234	-0.012635	0.002025
450	0.831597	0.536073	0.276524	0.120660	0.051698	0.017747	0.002218	0.002990	0.002894	-0.001447	-0.001881
525	0.839024	0.558256	0.326292	0.171296	0.075810	0.032022	0.017554	0.006173	0.008005	0.003954	-0.002749
600	0.828221	0.526331	0.277006	0.128665	0.051698	0.006269	-0.004726	0.006366	0.007716	-0.001543	0.005739
675	0.834684	0.542342	0.294657	0.135224	0.053241	0.010031	-0.001929	0.005594	-0.001736	0.004919	-0.000096
750	0.831597	0.539641	0.299383	0.148630	0.061150	0.035687	0.012924	-0.003762	0.000965	0.007330	-0.000772
825	0.821277	0.513696	0.255594	0.097222	0.022280	-0.002797	-0.009645	0.005691	0.013117	-0.009163	0.005401
900	0.819637	0.502701	0.258295	0.106481	0.032890	0.016397	0.014468	0.004630	-0.007427	-0.008970	-0.002604
975	0.823592	0.517650	0.267843	0.121431	0.049286	0.026620	0.000772	0.000675	0.002797	0.005787	-0.000193
1050	0.844232	0.571759	0.338542	0.172550	0.071373	0.031636	0.010320	-0.005112	-0.005112	0.006559	0.007041
1125	0.823785	0.526235	0.284529	0.123553	0.044464	0.031154	0.011285	-0.002218	-0.005015	-0.008005	-0.000772
1200	0.825714	0.526717	0.277488	0.129919	0.064043	0.016782	0.000868	-0.008584	-0.001543	-0.000772	-0.002122
1275	0.836998	0.549286	0.301215	0.142458	0.065297	0.030575	0.010224	0.004630	0.002411	0.003858	0.004871
1350	0.823881	0.526331	0.287616	0.138985	0.065104	0.032215	0.012442	0.006269	0.005691	-0.002218	-0.007041
1425	0.829668	0.532697	0.297164	0.152585	0.069830	0.029610	0.023245	0.001061	-0.004533	0.006559	0.001302
1500	0.821277	0.503762	0.249614	0.097029	0.035108	0.009549	-0.007909	0.002894	-0.000386	0.000193	0.004533
1575	0.831308	0.537905	0.293596	0.126929	0.047936	0.016204	0.010224	0.012153	0.000579	-0.005305	-0.001254
1650	0.837577	0.553048	0.315779	0.153356	0.066165	0.013310	-0.004919	0.002797	0.008584	-0.011092	0.006462
1725	0.831887	0.530093	0.272087	0.113522	0.036362	0.005594	0.008873	-0.002315	-0.009163	-0.002315	0.006076
1800	0.819927	0.502797	0.240162	0.079958	0.030864	0.006559	0.006462	-0.001061	-0.005980	0.003183	-0.006269
1875	0.827353	0.528356	0.282311	0.139275	0.061246	0.034819	0.007427	-0.005498	-0.003472	0.000000	0.001640
1950	0.832562	0.533468	0.279321	0.122782	0.059703	0.015721	0.013889	0.001929	0.007523	0.005691	-0.004726
2025	0.829475	0.523245	0.270833	0.119213	0.054495	0.019097	0.015239	0.010224	0.014853	0.009838	0.002894
2100	0.823785	0.524884	0.278646	0.135610	0.066551	0.025174	0.007716	0.009838	0.003183	-0.001833	0.000000
2175	0.821277	0.506173	0.262635	0.123746	0.055459	0.019483	0.008970	0.001929	0.001350	-0.001929	-0.004533
2250	0.837963	0.554012	0.309896	0.146026	0.062018	0.012924	0.000289	0.007137	-0.005787	-0.002218	-0.009404
2325	0.829958	0.533951	0.289641	0.139275	0.050251	0.005305	0.012828	0.000386	-0.002122	-0.005015	-0.004292
2400	0.823592	0.516493	0.261574	0.107542	0.034047	0.006944	0.010995	-0.003376	0.006559	0.003376	0.001977
2475	0.833237	0.542245	0.295428	0.138600	0.058642	0.027103	0.011863	0.013503	0.000000	-0.002025	-0.004774
2550	0.845004	0.560667	0.314525	0.147569	0.055363	0.021026	0.006655	0.007813	0.000868	0.011767	0.003424
2625	0.825907	0.526813	0.288773	0.143904	0.066551	0.032697	0.006462	0.000868	0.003279	0.001061	0.002267
2700	0.817901	0.502122	0.264853	0.112269	0.029225	0.009838	0.009163	0.004630	-0.001640	0.005787	-0.007234
2775	0.823978	0.517747	0.266107	0.118827	0.043789	0.019483	0.006462	-0.002990	-0.002508	-0.002411	-0.004774
2850	0.831983	0.540027	0.285397	0.135031	0.048418	0.006366	0.003858	-0.005691	0.000482	-0.001543	-0.000965
2925	0.831597	0.542052	0.294946	0.143422	0.062307	0.031925	0.007523	0.010706	0.000000	-0.000289	0.003135
3000	0.827257	0.524306	0.275174	0.122203	0.047357	0.016493	-0.003472	-0.007427	-0.005112	-0.005498	-0.006125
3075	0.820023	0.498553	0.229167	0.084008	0.020544	0.009838	0.004919	-0.000386	-0.004340	0.006269	0.001013
3150	0.830247	0.546682	0.310957	0.152778	0.067998	0.029514	0.007137	0.004437	-0.003472	-0.004437	0.009307
3225	0.848669	0.576485	0.339120	0.176601	0.080922	0.034626	0.015529	-0.002122	0.001543	-0.009259	-0.012780
3300	0.821084	0.504919	0.241705	0.089120	0.028549	0.006848	0.003086	-0.002411	-0.004340	0.003665	-0.002459
3375	0.835552	0.541956	0.297840	0.130691	0.039738	-0.003376	-0.003762	-0.007427	-0.008391	-0.004340	0.001688
3450	0.836998	0.548515	0.299383	0.138310	0.052083	0.013021	0.007137	0.006559	0.002990	0.004726	-0.000916
3525	0.836420	0.547647	0.300154	0.133391	0.049479	0.011671	0.001157	0.000579	0.002701	-0.000965	-0.003472
3600	0.832658	0.535687	0.293403	0.145062	0.070216	0.037037	0.010995	0.000096	0.008391	0.002122	-0.002749
3675	0.824363	0.523341	0.284722	0.145062	0.071181	0.026235	0.003762	0.007620	-0.004051	-0.005498	0.007813
3750	0.836613	0.547840	0.307870	0.158083	0.066069	0.025752	0.014178	-0.002701	0.008102	0.000579	0.009356
3825	0.828318	0.528356	0.276427	0.119985	0.057774	0.017843	0.005112	0.000965	-0.011863	-0.008488	-0.004003
3900	0.820988	0.508198	0.262346	0.106289	0.037423	0.010513	0.000000	-0.002701	-0.007041	0.007041	-0.002170
3975	0.841146	0.557485	0.321181	0.160976	0.067515	0.018326	0.008488	0.005691	0.006752	0.003472	0.003665
4050	0.839217	0.552469	0.308738	0.152199	0.063657	0.017265	-0.000965	-0.005787	-0.002218	0.000193	0.000627
4125	0.812018	0.496817	0.239583	0.095872	0.022955	-0.007716	-0.013889	0.002025	-0.001833	0.006269	-0.001013
4200	0.832272	0.545042	0.302951	0.154900	0.065586	0.017458	0.011574	-0.003569	-0.004630	0.002508	-0.004099
4275	0.821084	0.505980	0.256366	0.124807	0.052566	0.015046	0.001061	0.006173	0.008295	0.008295	0.005498
4350	0.842593	0.558931	0.319155	0.156443	0.064911	0.021701	0.012056	0.009163	0.008005	0.005883	-0.003038
4425	0.828607	0.530478	0.288291	0.130498	0.052276	0.016204	-0.001254	0.005305	-0.001929	0.004726	-0.003713
4500	0.841821	0.565876	0.325424	0.171489	0.061343	0.026042	0.013600	0.018422	0.013310	-0.002701	-0.007330
