75	0.830729	0.537809	0.289448	0.133198	0.051890	0.019483	0.002990	0.004823	0.011863	0.008102	-0.008681
150	0.849151	0.578221	0.332465	0.167342	0.067805	0.033083	0.018904	0.001254	0.000000	-0.000193	0.004051
225	0.832948	0.545235	0.306424	0.156443	0.071181	0.036941	0.018711	0.001157	-0.010031	-0.001640	0.009693
300	0.837288	0.547550	0.317226	0.166281	0.081019	0.035783	0.017747	-0.000386	0.012056	-0.001929	0.002459
375	0.822917	0.514757	0.254919	0.114680	0.043692	0.021701	0.007716	-0.000482	-0.005401	0.000965	0.002990
450	0.826003	0.516686	0.265432	0.107350	0.035012	0.011767	-0.000675	-0.002411	-0.011188	0.003762	0.000675
525	0.825328	0.527296	0.276235	0.117766	0.033083	0.007523	-0.000193	-0.002797	0.005980	-0.003279	-0.004196
600	0.826196	0.524306	0.280575	0.131462	0.060185	0.033083	0.001157	0.000675	0.002218	0.009452	0.003617
675	0.833430	0.545910	0.308256	0.157504	0.072917	0.017361	-0.004823	-0.010513	-0.001254	0.005594	0.003038
750	0.827546	0.517940	0.266686	0.118634	0.043981	0.018229	0.006848	-0.002025	0.004533	0.005691	0.004051
825	0.836034	0.555941	0.314043	0.154803	0.074942	0.029996	0.005208	0.000675	0.001254	0.009163	0.009886
900	0.829861	0.541281	0.305652	0.150945	0.072820	0.029417	0.005015	0.008198	-0.000675	0.007330	0.008922
975	0.842303	0.559606	0.321181	0.164834	0.073302	0.035397	0.018904	0.003858	-0.009163	-0.006076	-0.007234
1050	0.831501	0.535783	0.290702	0.129726	0.055363	0.026427	0.007427	-0.001350	-0.008391	-0.007523	-0.001157
1125	0.829861	0.533083	0.285301	0.135127	0.053723	0.017458	0.003183	-0.003954	-0.011092	-0.001061	0.005498
1200	0.836806	0.543981	0.299190	0.142843	0.055556	0.020448	0.011092	-0.002894	-0.001929	0.002508	0.004871
1275	0.830247	0.527488	0.276717	0.118924	0.044753	0.009838	0.000193	-0.002894	-0.003472	-0.003762	0.011671
1350	0.837577	0.550347	0.307195	0.152874	0.068576	0.019676	0.007330	0.009259	0.000193	0.002701	0.009163
1425	0.829861	0.534240	0.292824	0.143229	0.056906	0.008970	-0.005594	0.002604	-0.013407	-0.006269	0.000723
1500	0.842689	0.571181	0.339796	0.181424	0.086998	0.044464	0.026042	0.019001	0.007523	0.002122	-0.001543
1575	0.837095	0.548032	0.299672	0.141011	0.056906	0.024981	0.014371	0.007041	0.003858	0.003086	0.002894
1650	0.845390	0.570505	0.338638	0.185378	0.091146	0.048515	0.018711	0.003954	0.005208	0.007716	0.006173
1725	0.819927	0.506559	0.263214	0.111208	0.043499	0.011188	0.010320	-0.005401	-0.006559	0.001543	0.001977
1800	0.835166	0.532311	0.275077	0.121046	0.040992	0.009356	-0.003279	-0.006655	0.007330	-0.000868	0.004533
1875	0.832658	0.543210	0.309124	0.152681	0.061439	0.019097	0.011863	0.009356	0.002604	-0.002701	-0.004774
1950	0.833140	0.548515	0.318287	0.157022	0.064815	0.023920	0.008102	-0.006848	-0.000579	-0.003086	-0.001109
2025	0.829572	0.531154	0.286748	0.135802	0.057195	0.028164	0.011574	0.000868	0.002122	0.004340	-0.003038
2100	0.831501	0.531443	0.283565	0.127797	0.049769	0.010320	0.003472	-0.005787	-0.004244	-0.000868	0.004919
2175	0.828125	0.521219	0.272087	0.128279	0.051987	0.019579	0.004340	0.005305	0.003086	0.000386	0.009259
2250	0.824074	0.518326	0.268904	0.116030	0.051890	0.022280	0.001543	0.007041	-0.001447	0.003858	-0.001254
2325	0.822145	0.513117	0.263600	0.104552	0.035880	0.008584	0.001061	-0.000482	0.007909	0.000193	-0.013166
2400	0.829282	0.536265	0.291088	0.135320	0.054398	0.010417	0.007909	-0.002315	-0.011381	0.005980	-0.002942
2475	0.832079	0.537133	0.288580	0.149884	0.067323	0.032022	0.017361	0.005208	0.006655	-0.005980	-0.005594
2550	0.835359	0.543210	0.299190	0.145448	0.056231	0.018615	0.002990	0.003279	-0.000675	0.003183	0.003279
2625	0.826292	0.527199	0.273438	0.127411	0.053434	0.012731	-0.011381	-0.015721	-0.011863	-0.002894	0.001302
2700	0.843750	0.569830	0.318480	0.146701	0.064815	0.017650	-0.001350	0.002122	0.002025	-0.003279	-0.006559
2775	0.829282	0.534626	0.281925	0.124711	0.039641	0.012249	0.004533	0.014564	0.003472	-0.006462	0.007041
2850	0.827257	0.521508	0.270737	0.115066	0.036941	0.001157	0.008102	0.007137	0.000193	0.003086	0.002508
2925	0.838252	0.548997	0.309992	0.138310	0.059028	0.022666	0.010417	0.007427	-0.002990	0.000000	0.003713
3000	0.820891	0.511092	0.257716	0.105903	0.035783	0.007234	0.010417	0.004244	-0.006848	0.001929	-0.000916
3075	0.851659	0.586323	0.353492	0.192033	0.097801	0.047840	0.010995	-0.006462	-0.008295	-0.004823	0.005064
3150	0.825328	0.519676	0.261767	0.095679	0.024498	0.003279	0.008873	0.004533	0.006366	0.005401	0.000338
3225	0.836516	0.552566	0.323013	0.165509	0.088445	0.038387	0.016011	0.020158	0.009549	0.009356	-0.002701
3300	0.828318	0.519387	0.277681	0.133005	0.054495	0.026331	0.009838	-0.000096	0.007234	0.003472	0.002556
