75	0.823013	0.518133	0.261188	0.125193	0.048611	0.018229	0.002315	-0.002604	0.004437	0.009259	0.000241
150	0.832658	0.534240	0.275849	0.120853	0.041763	0.009838	0.002315	-0.003472	-0.005980	0.004437	0.012153
225	0.826968	0.531346	0.286362	0.132620	0.052855	0.022859	0.015336	0.005787	-0.007041	0.004630	0.000386
300	0.823206	0.508970	0.247106	0.092593	0.031829	0.009838	0.011285	0.008681	-0.004823	0.002218	-0.003279
375	0.824363	0.525174	0.279128	0.129630	0.057967	0.024884	0.009066	0.000289	0.013214	0.011092	-0.007041
450	0.829186	0.531925	0.283565	0.129630	0.049479	0.026331	-0.000579	-0.012635	-0.008681	0.002411	0.000723
525	0.839699	0.543210	0.292824	0.135802	0.058738	0.022569	0.000675	-0.002508	-0.006076	0.003569	0.000675
600	0.831597	0.538002	0.293596	0.135127	0.055748	0.022473	0.009645	0.000386	0.004147	0.011092	0.006462
675	0.831983	0.537037	0.288870	0.130883	0.049769	0.024981	0.009163	0.000289	-0.001929	0.005498	0.002845
750	0.832079	0.538677	0.298708	0.157697	0.071277	0.020255	0.007330	0.003183	-0.004244	-0.001350	0.009838
825	0.818673	0.510031	0.269676	0.126929	0.048129	0.028742	0.015046	-0.006173	-0.009934	0.001061	0.001833
900	0.828029	0.524981	0.278742	0.131366	0.046296	0.016590	0.003665	0.005401	-0.008970	-0.011188	0.002652
975	0.838735	0.556617	0.319830	0.168596	0.074556	0.030285	0.015143	0.002604	0.004533	0.000675	0.001977
1050	0.831501	0.537230	0.297164	0.150270	0.074556	0.037133	0.007330	-0.005980	0.003086	0.012056	0.002508
1125	0.832176	0.540316	0.306809	0.158372	0.080536	0.045042	0.016107	-0.002894	-0.009452	-0.003762	0.002122
1200	0.836998	0.552276	0.304688	0.142265	0.074267	0.037905	0.007234	0.000579	-0.005112	0.001061	0.001977
1275	0.839603	0.550444	0.308738	0.152392	0.047647	0.017265	0.003472	0.000193	-0.010417	0.001929	0.001061
1350	0.831115	0.532600	0.288580	0.136478	0.059221	0.016590	-0.003086	-0.001640	0.004437	-0.004244	0.005691
1425	0.826196	0.518615	0.276910	0.125675	0.040606	0.022184	0.013600	0.005112	-0.005594	0.004533	0.001013
1500	0.824171	0.525463	0.283083	0.145737	0.070988	0.039159	0.015914	0.001640	-0.003665	-0.010031	0.004823
1575	0.824942	0.525077	0.288484	0.139950	0.068769	0.034626	0.009838	0.014564	-0.000868	0.006559	0.005546
1650	0.825714	0.526235	0.288002	0.130401	0.064718	0.024884	0.012153	0.008102	0.001061	-0.004147	0.000241
1725	0.832272	0.540606	0.298997	0.144772	0.068480	0.030671	0.012635	0.007813	-0.001640	0.001833	-0.008198
1800	0.826196	0.528453	0.281250	0.132620	0.057774	0.028164	0.006269	-0.007137	-0.012635	-0.002701	-0.002074
1875	0.828800	0.534529	0.283661	0.133295	0.060475	0.023920	0.011671	-0.003858	-0.002604	0.001736	-0.001736
1950	0.838542	0.550637	0.307485	0.154803	0.062500	0.027199	0.005401	0.006173	-0.001543	0.008681	0.002363
2025	0.838059	0.551698	0.304688	0.141782	0.051601	0.021991	0.003762	0.005208	0.014757	0.002218	0.002363
2100	0.829765	0.532793	0.288773	0.121238	0.043113	0.012153	0.006655	-0.005787	-0.003279	-0.001157	-0.005257
2175	0.823785	0.521508	0.273438	0.126447	0.045332	0.016011	0.000193	-0.004147	0.004919	0.006559	0.003665
2250	0.825135	0.526235	0.281346	0.136574	0.062307	0.021701	0.004726	0.009742	0.004726	0.008295	0.007571
2325	0.836709	0.558546	0.333140	0.192130	0.101755	0.044174	0.015143	0.014275	0.002508	0.016204	-0.001688
2400	0.819830	0.499807	0.245853	0.097222	0.039931	0.012731	0.000772	-0.008198	0.004244	-0.005498	0.001833
2475	0.828414	0.528356	0.297068	0.154032	0.068094	0.025849	0.007909	-0.011285	-0.005980	0.010899	-0.006703
2550	0.826678	0.517361	0.262442	0.100791	0.037905	0.010995	0.005787	0.008391	0.002604	0.001157	-0.002218
2625	0.832948	0.536844	0.290509	0.127701	0.047550	0.003762	-0.011767	-0.003569	-0.004051	-0.007234	-0.008536
2700	0.839217	0.555363	0.306906	0.145544	0.055170	0.032215	0.007330	0.000386	-0.001447	-0.002411	-0.006318
2775	0.824749	0.521894	0.269965	0.120563	0.053916	0.011863	0.008198	0.003954	-0.001543	0.001061	-0.000386
2850	0.824171	0.517650	0.270737	0.116802	0.039545	0.005883	0.002508	-0.002701	0.003954	-0.011574	-0.002508
2925	0.830729	0.540027	0.292438	0.136574	0.055363	0.025945	0.007620	-0.001736	0.002122	0.007813	0.004292
3000	0.826871	0.532311	0.294174	0.133873	0.054495	0.023148	0.009549	0.000193	0.004726	0.006944	0.000434
3075	0.829668	0.530093	0.282022	0.122782	0.044657	0.004533	0.011767	0.010224	0.000289	0.001350	0.002363
3150	0.840181	0.555652	0.307581	0.147087	0.056520	0.023920	0.006462	0.002701	-0.000772	0.000772	0.007668
3225	0.819830	0.515529	0.265336	0.125868	0.052276	0.028935	0.015914	0.001061	-0.001254	-0.006076	0.000000
3300	0.820505	0.517747	0.277199	0.130208	0.060957	0.014371	0.005015	0.000000	-0.002604	0.010610	-0.002074
3375	0.831790	0.542631	0.302083	0.143904	0.061053	0.013985	-0.002025	-0.005691	-0.010610	-0.009259	-0.006510
3450	0.841917	0.562789	0.327257	0.166763	0.069444	0.020255	0.013310	0.005208	0.004340	0.011960	-0.004437
3525	0.816744	0.497492	0.243056	0.092882	0.032697	0.012635	-0.000386	0.000289	0.006076	0.000868	-0.003810
3600	0.838638	0.560571	0.323881	0.154900	0.056520	0.021123	0.002701	0.000096	-0.005980	0.004919	-0.001591
3675	0.836709	0.551408	0.313368	0.151620	0.057002	0.016011	0.000289	-0.007909	-0.006944	0.001350	-0.002267
3750	0.834298	0.546007	0.299190	0.140336	0.058063	0.017361	0.014178	0.006462	-0.004051	0.000386	-0.001784
3825	0.836709	0.554398	0.325617	0.168789	0.089988	0.049479	0.026813	0.009259	0.012442	-0.000289	0.001109
3900	0.832948	0.544078	0.303144	0.152199	0.067323	0.030768	0.009066	-0.008102	-0.000193	-0.002411	-0.002411
3975	0.845004	0.562114	0.321952	0.145158	0.057099	0.029128	0.010802	0.012153	-0.000482	0.004051	-0.001881
4050	0.843557	0.562404	0.318191	0.157600	0.060667	0.015432	0.002604	0.002411	-0.001061	-0.005401	-0.000434
4125	0.822917	0.516011	0.272280	0.117573	0.042824	0.006944	0.000868	-0.000772	0.005015	0.003376	0.002604
4200	0.834201	0.537133	0.279610	0.116705	0.036555	0.010513	-0.006655	0.001254	0.000675	0.005305	0.000048
4275	0.829090	0.532311	0.293017	0.150849	0.060764	0.007137	-0.002701	-0.001447	0.004051	-0.001736	0.004099
4350	0.831211	0.534626	0.282986	0.130208	0.039063	0.007427	-0.001736	0.002701	0.000482	-0.009645	0.000772
4425	0.830343	0.538098	0.286073	0.122589	0.051215	0.011574	0.000965	-0.008681	-0.002411	0.001350	0.005498
4500	0.819348	0.509452	0.264853	0.121142	0.057002	0.027296	-0.002315	0.002508	-0.005208	0.003858	-0.002122
4575	0.817323	0.492091	0.228009	0.088445	0.030671	0.008102	-0.004051	-0.005015	0.003569	-0.000868	-0.006366
