# tiempo	energia_plaqueta	O10	magnetizacion
794	0.839796	0.000000	0.007957
795	0.834298	0.000000	0.002942
796	0.830729	0.000000	0.007475
797	0.826389	0.000000	0.007186
798	0.827353	0.000000	0.004871
799	0.833719	0.000000	0.003520
800	0.832079	0.000000	0.003376
801	0.832658	0.000000	0.003713
802	0.830922	0.000000	0.003858
803	0.829186	0.000000	0.003086
804	0.830536	0.000000	0.003569
805	0.831887	0.000000	0.005064
806	0.834491	0.000000	0.004726
807	0.840181	0.000000	0.012153
808	0.830729	0.000000	0.008536
809	0.834105	0.000000	0.011767
810	0.834684	0.000000	0.011863
811	0.829282	0.000000	0.010899
812	0.832465	0.000000	0.006752
813	0.837674	0.000000	0.011912
814	0.835359	0.000000	0.009307
815	0.837095	0.000000	0.008005
816	0.830054	0.000000	0.012249
817	0.829765	0.000000	0.011912
818	0.827643	0.000000	0.005739
819	0.818287	0.000000	0.008873
820	0.821084	0.000000	0.005546
821	0.822531	0.000000	0.007957
822	0.825907	0.000000	0.004630
823	0.820698	0.000000	0.008295
824	0.814718	0.000000	0.008681
825	0.813947	0.000000	0.003086
826	0.817419	0.000000	0.008343
827	0.823013	0.000000	0.003762
828	0.825039	0.000000	0.005353
829	0.829282	0.000000	0.003713
830	0.827836	0.000000	0.001977
831	0.828029	0.000000	0.000241
832	0.828993	0.000000	0.001206
833	0.825714	0.000000	0.001302
834	0.828800	0.000000	-0.000772
835	0.833719	0.000000	-0.003617
836	0.828221	0.000000	-0.001929
837	0.833912	0.000000	0.001254
838	0.825907	0.000000	0.000675
839	0.823399	0.000000	0.000338
840	0.827932	0.000000	0.002363
841	0.824942	0.000000	0.006414
842	0.825521	0.000000	0.005932
843	0.830633	0.000000	0.001206
844	0.838156	0.000000	-0.000579
845	0.836034	0.000000	0.007041
846	0.840374	0.000000	0.006896
847	0.831790	0.000000	0.007716
848	0.835166	0.000000	0.005642
849	0.830729	0.000000	0.009356
850	0.830150	0.000000	0.005112
851	0.831115	0.000000	0.006559
852	0.833719	0.000000	0.007620
853	0.831019	0.000000	0.006752
854	0.828897	0.000000	0.005208
855	0.828414	0.000000	0.003183
856	0.831983	0.000000	0.002170
857	0.836034	0.000000	-0.003135
858	0.832272	0.000000	-0.006076
859	0.833333	0.000000	0.000096
860	0.832369	0.000000	-0.003713
861	0.835359	0.000000	-0.000916
862	0.831597	0.000000	0.001013
863	0.828125	0.000000	-0.000579
864	0.830343	0.000000	-0.000627
865	0.834201	0.000000	0.000145
866	0.834587	0.000000	-0.001640
867	0.835648	0.000000	-0.002508
868	0.842207	0.000000	-0.002701
869	0.842882	0.000000	-0.001109
870	0.842110	0.000000	-0.001350
871	0.840567	0.000000	-0.001109
872	0.834105	0.000000	-0.001206
873	0.835648	0.000000	-0.003279
874	0.832562	0.000000	-0.006269
875	0.834201	0.000000	-0.004196
876	0.840664	0.000000	-0.000723
877	0.851466	0.000000	0.000772
878	0.847897	0.000000	0.003810
879	0.847029	0.000000	0.002797
880	0.842978	0.000000	0.002218
881	0.844136	0.000000	0.001399
882	0.842400	0.000000	0.001206
883	0.834780	0.000000	0.001350
884	0.832755	0.000000	0.001206
885	0.834780	0.000000	0.001399
886	0.835069	0.000000	-0.001254
887	0.835745	0.000000	-0.003472
888	0.835938	0.000000	0.005353
889	0.836516	0.000000	-0.002411
890	0.839410	0.000000	-0.001254
891	0.834201	0.000000	0.000772
892	0.826292	0.000000	0.001784
893	0.823592	0.000000	0.000386
894	0.821952	0.000000	0.002604
895	0.823978	0.000000	0.002363
896	0.821952	0.000000	0.003086
897	0.817901	0.000000	0.002218
898	0.818769	0.000000	0.008102
899	0.821856	0.000000	0.013166
900	0.818673	0.000000	0.009742
901	0.826292	0.000000	0.009211
902	0.828993	0.000000	0.007427
903	0.828993	0.000000	0.007378
904	0.829379	0.000000	0.007957
905	0.823110	0.000000	0.008102
906	0.822242	0.000000	0.007620
907	0.825714	0.000000	0.008102
908	0.822049	0.000000	0.005691
909	0.818480	0.000000	0.004051
910	0.818673	0.000000	0.001929
911	0.828221	0.000000	0.003617
912	0.828511	0.000000	0.003617
913	0.827257	0.000000	-0.003376
914	0.827353	0.000000	-0.008005
915	0.824653	0.000000	-0.000675
916	0.828125	0.000000	-0.000868
917	0.825907	0.000000	-0.005883
918	0.824749	0.000000	-0.002315
919	0.826003	0.000000	-0.005112
920	0.833430	0.000000	-0.005594
921	0.829572	0.000000	-0.007716
922	0.829090	0.000000	-0.007957
923	0.830826	0.000000	-0.009163
924	0.833140	0.000000	-0.008391
925	0.832658	0.000000	-0.006800
926	0.830440	0.000000	-0.008054
927	0.832948	0.000000	-0.007957
928	0.836516	0.000000	-0.005305
929	0.831501	0.000000	-0.007523
930	0.832176	0.000000	-0.004726
931	0.829572	0.000000	-0.004147
932	0.823785	0.000000	-0.003713
933	0.825231	0.000000	-0.008343
934	0.827353	0.000000	-0.002122
935	0.820891	0.000000	-0.000289
936	0.830054	0.000000	-0.004244
937	0.830440	0.000000	-0.003279
938	0.829958	0.000000	-0.003231
939	0.827064	0.000000	-0.002315
940	0.823881	0.000000	-0.004967
941	0.826871	0.000000	-0.002025
942	0.831211	0.000000	-0.003569
943	0.832272	0.000000	-0.006607
944	0.833140	0.000000	-0.011285
945	0.826968	0.000000	-0.009693
946	0.819155	0.000000	-0.010851
947	0.827353	0.000000	-0.009018
948	0.828993	0.000000	-0.004871
949	0.828125	0.000000	-0.006028
950	0.826582	0.000000	-0.005401
951	0.830150	0.000000	-0.003617
952	0.833623	0.000000	-0.005594
953	0.833912	0.000000	-0.001977
954	0.836130	0.000000	-0.002556
955	0.834780	0.000000	0.000000
956	0.835841	0.000000	-0.008054
957	0.832755	0.000000	-0.007475
958	0.830247	0.000000	-0.003520
959	0.829668	0.000000	-0.002797
960	0.822820	0.000000	-0.001543
961	0.828607	0.000000	-0.007861
962	0.828029	0.000000	-0.006318
963	0.830729	0.000000	-0.000482
964	0.833237	0.000000	0.001350
965	0.825521	0.000000	0.000434
966	0.823110	0.000000	0.000289
967	0.827353	0.000000	-0.001784
968	0.831983	0.000000	-0.001736
969	0.832465	0.000000	-0.000530
970	0.837191	0.000000	0.001206
971	0.831019	0.000000	-0.000289
972	0.830922	0.000000	-0.002122
973	0.825714	0.000000	0.002363
974	0.825810	0.000000	0.000772
975	0.829861	0.000000	-0.004485
976	0.828511	0.000000	-0.004871
977	0.828221	0.000000	0.000482
978	0.832272	0.000000	0.004340
979	0.829572	0.000000	0.002074
980	0.826678	0.000000	0.004581
981	0.821470	0.000000	0.001157
982	0.831597	0.000000	-0.003183
983	0.826292	0.000000	-0.001977
984	0.832465	0.000000	-0.003810
985	0.829765	0.000000	-0.003376
986	0.831983	0.000000	0.001350
987	0.817515	0.000000	0.001399
988	0.820505	0.000000	0.006318
989	0.825135	0.000000	0.006366
990	0.827353	0.000000	0.005739
991	0.830826	0.000000	0.001591
992	0.834008	0.000000	-0.000241
993	0.826871	0.000000	0.006944
994	0.833430	0.000000	0.002556
995	0.833237	0.000000	0.001157
996	0.835648	0.000000	-0.001061
997	0.845679	0.000000	0.000386
998	0.838831	0.000000	0.000916
999	0.835648	0.000000	0.000145
1000	0.835745	0.000000	0.000096
1001	0.832562	0.000000	0.000965
1002	0.829958	0.000000	0.004051
1003	0.838252	0.000000	0.004292
1004	0.839410	0.000000	0.001929
1005	0.837867	0.000000	0.004196
1006	0.842978	0.000000	0.001881
1007	0.844136	0.000000	0.004147
1008	0.844232	0.000000	0.006848
1009	0.837384	0.000000	0.003183
1010	0.836323	0.000000	-0.000579
1011	0.834973	0.000000	0.000241
1012	0.839796	0.000000	0.005739
1013	0.832272	0.000000	0.005739
1014	0.825231	0.000000	0.009066
1015	0.828993	0.000000	0.011092
1016	0.829186	0.000000	0.010851
1017	0.825424	0.000000	0.005015
1018	0.831115	0.000000	0.002894
1019	0.835166	0.000000	0.001591
1020	0.841049	0.000000	-0.001206
1021	0.845968	0.000000	0.000723
1022	0.839892	0.000000	-0.004147
1023	0.842110	0.000000	-0.005594
1024	0.843654	0.000000	-0.002990
1025	0.843075	0.000000	-0.005112
1026	0.849344	0.000000	-0.003376
1027	0.846547	0.000000	-0.001543
1028	0.847415	0.000000	-0.000965
1029	0.838059	0.000000	0.000241
1030	0.844329	0.000000	0.003858
1031	0.839603	0.000000	-0.000193
1032	0.842014	0.000000	0.003858
1033	0.848090	0.000000	-0.001881
1034	0.845486	0.000000	-0.000965
1035	0.845100	0.000000	-0.000965
1036	0.842014	0.000000	0.001688
1037	0.839892	0.000000	0.001736
1038	0.844329	0.000000	0.005691
1039	0.842014	0.000000	0.000868
1040	0.848283	0.000000	0.001447
1041	0.850887	0.000000	0.000434
1042	0.842978	0.000000	0.004678
1043	0.840856	0.000000	-0.001302
1044	0.841917	0.000000	0.001784
1045	0.842110	0.000000	0.006752
1046	0.839024	0.000000	0.005835
1047	0.838156	0.000000	0.007041
1048	0.832369	0.000000	0.004774
1049	0.839796	0.000000	0.004581
1050	0.835648	0.000000	0.002604
1051	0.836323	0.000000	0.001929
1052	0.835166	0.000000	0.005208
1053	0.837770	0.000000	0.006125
1054	0.842496	0.000000	0.006462
1055	0.841725	0.000000	0.004871
1056	0.846065	0.000000	0.008922
1057	0.839120	0.000000	0.005642
1058	0.835552	0.000000	0.009211
1059	0.830536	0.000000	0.008536
1060	0.833526	0.000000	0.007137
1061	0.831115	0.000000	0.007427
1062	0.836516	0.000000	0.006703
1063	0.831790	0.000000	0.007137
1064	0.829475	0.000000	0.006655
1065	0.829861	0.000000	0.003617
1066	0.825231	0.000000	0.009549
1067	0.822531	0.000000	0.008681
1068	0.820505	0.000000	0.006848
1069	0.822049	0.000000	0.008536
1070	0.822338	0.000000	0.003617
1071	0.822338	0.000000	-0.002556
1072	0.821663	0.000000	0.002701
1073	0.825135	0.000000	0.003376
1074	0.821373	0.000000	0.001833
1075	0.824074	0.000000	0.002267
1076	0.823495	0.000000	-0.000627
1077	0.828029	0.000000	-0.005835
1078	0.824653	0.000000	-0.004003
1079	0.826100	0.000000	-0.004726
1080	0.824460	0.000000	-0.004726
1081	0.826100	0.000000	-0.008102
1082	0.825521	0.000000	-0.005353
1083	0.828704	0.000000	-0.004630
1084	0.830826	0.000000	-0.004051
1085	0.830440	0.000000	-0.002701
1086	0.820891	0.000000	0.000868
1087	0.822242	0.000000	-0.003183
1088	0.823110	0.000000	-0.001881
1089	0.821566	0.000000	0.003713
1090	0.821663	0.000000	0.004437
1091	0.820505	0.000000	0.005064
1092	0.823110	0.000000	0.007137
1093	0.821084	0.000000	0.005594
1094	0.826871	0.000000	0.005691
1095	0.823302	0.000000	0.003762
1096	0.824267	0.000000	0.001350
1097	0.820602	0.000000	-0.001977
1098	0.817805	0.000000	-0.000386
1099	0.823399	0.000000	-0.004003
1100	0.835166	0.000000	-0.004003
1101	0.826968	0.000000	-0.000965
1102	0.828704	0.000000	-0.004774
1103	0.832369	0.000000	-0.005257
1104	0.831694	0.000000	-0.002942
1105	0.827064	0.000000	-0.004099
1106	0.828318	0.000000	-0.002652
1107	0.823978	0.000000	-0.005739
1108	0.830633	0.000000	-0.008729
1109	0.831790	0.000000	-0.007427
1110	0.833140	0.000000	-0.003617
1111	0.831694	0.000000	-0.001350
1112	0.829379	0.000000	-0.002025
1113	0.830440	0.000000	-0.000241
1114	0.840278	0.000000	-0.001350
1115	0.838735	0.000000	-0.002652
1116	0.836420	0.000000	-0.003231
1117	0.838445	0.000000	-0.006076
1118	0.836130	0.000000	-0.006993
1119	0.833140	0.000000	-0.007957
1120	0.838156	0.000000	-0.007523
1121	0.837577	0.000000	-0.004340
1122	0.840181	0.000000	-0.002218
1123	0.838349	0.000000	-0.000820
1124	0.833719	0.000000	-0.003569
1125	0.827643	0.000000	-0.008150
1126	0.831404	0.000000	-0.003762
1127	0.827160	0.000000	-0.004871
1128	0.825714	0.000000	-0.004340
1129	0.820505	0.000000	-0.003328
1130	0.821566	0.000000	-0.002556
1131	0.816840	0.000000	-0.003086
1132	0.822242	0.000000	-0.004678
1133	0.820988	0.000000	-0.003472
1134	0.817226	0.000000	-0.004774
1135	0.825328	0.000000	-0.002604
1136	0.821566	0.000000	-0.006944
1137	0.826582	0.000000	-0.002170
1138	0.832851	0.000000	0.000289
1139	0.834973	0.000000	-0.000530
1140	0.835938	0.000000	0.004967
1141	0.835359	0.000000	0.003665
1142	0.838059	0.000000	0.004051
1143	0.831019	0.000000	0.004630
1144	0.830633	0.000000	0.003954
1145	0.828221	0.000000	0.005932
1146	0.826292	0.000000	0.003617
1147	0.821277	0.000000	0.004726
1148	0.817998	0.000000	0.000916
1149	0.819637	0.000000	0.000916
1150	0.823302	0.000000	-0.001206
1151	0.821470	0.000000	-0.001254
1152	0.829668	0.000000	-0.002990
1153	0.834394	0.000000	-0.002604
1154	0.838927	0.000000	-0.003328
1155	0.836998	0.000000	-0.001157
1156	0.832079	0.000000	-0.002990
1157	0.837095	0.000000	-0.005883
1158	0.831501	0.000000	-0.010610
1159	0.833623	0.000000	-0.008922
1160	0.834008	0.000000	-0.009259
1161	0.831694	0.000000	-0.003231
1162	0.827836	0.000000	-0.004871
1163	0.825617	0.000000	-0.007234
1164	0.831019	0.000000	-0.006269
1165	0.833044	0.000000	-0.011960
1166	0.834780	0.000000	-0.013166
1167	0.836034	0.000000	-0.005546
1168	0.831404	0.000000	-0.006993
1169	0.834587	0.000000	-0.002218
1170	0.837095	0.000000	0.000530
1171	0.836034	0.000000	0.002122
1172	0.838059	0.000000	-0.000048
1173	0.841628	0.000000	0.000530
1174	0.842882	0.000000	0.000193
1175	0.851563	0.000000	0.000530
1176	0.848187	0.000000	0.000096
1177	0.843846	0.000000	0.004051
1178	0.848380	0.000000	0.005932
1179	0.848669	0.000000	0.001109
1180	0.846933	0.000000	0.004581
1181	0.846836	0.000000	0.008922
1182	0.836323	0.000000	0.009211
1183	0.832851	0.000000	0.008632
1184	0.834973	0.000000	0.007668
1185	0.838156	0.000000	0.009500
1186	0.843943	0.000000	0.012105
1187	0.843461	0.000000	0.012587
1188	0.844039	0.000000	0.008102
1189	0.839892	0.000000	0.004871
1190	0.836516	0.000000	0.004292
1191	0.834877	0.000000	0.000868
1192	0.838349	0.000000	0.007186
1193	0.842785	0.000000	0.005835
1194	0.849055	0.000000	0.004099
1195	0.843557	0.000000	0.001784
1196	0.841532	0.000000	-0.000338
1197	0.836420	0.000000	-0.001688
1198	0.846547	0.000000	-0.003762
1199	0.842882	0.000000	0.001061
1200	0.844811	0.000000	0.004678
1201	0.848283	0.000000	0.006221
1202	0.846451	0.000000	0.004581
1203	0.846161	0.000000	0.001254
1204	0.849730	0.000000	0.000482
1205	0.851370	0.000000	0.002604
1206	0.846354	0.000000	0.006703
1207	0.846258	0.000000	0.007957
1208	0.846644	0.000000	0.006366
1209	0.847704	0.000000	0.004871
1210	0.844715	0.000000	0.001495
1211	0.841339	0.000000	0.000434
1212	0.846836	0.000000	0.004292
1213	0.840856	0.000000	0.005160
1214	0.835262	0.000000	-0.000096
1215	0.832465	0.000000	0.001206
1216	0.829186	0.000000	0.000868
1217	0.829668	0.000000	-0.003183
1218	0.829765	0.000000	-0.006559
1219	0.828511	0.000000	-0.001206
1220	0.830150	0.000000	0.002942
1221	0.832755	0.000000	0.000145
1222	0.828511	0.000000	-0.000820
1223	0.833430	0.000000	0.002894
1224	0.836806	0.000000	0.003038
1225	0.843075	0.000000	-0.000820
1226	0.840760	0.000000	-0.006800
1227	0.839024	0.000000	-0.003424
1228	0.836227	0.000000	-0.002315
1229	0.831404	0.000000	-0.003520
1230	0.824846	0.000000	-0.002701
1231	0.830054	0.000000	-0.005112
1232	0.829958	0.000000	-0.007089
1233	0.832369	0.000000	-0.005932
1234	0.829958	0.000000	-0.005546
1235	0.833912	0.000000	-0.005739
1236	0.826968	0.000000	-0.007764
1237	0.824363	0.000000	-0.011381
1238	0.826678	0.000000	-0.008391
1239	0.828029	0.000000	-0.006559
1240	0.828414	0.000000	-0.005401
1241	0.828221	0.000000	-0.003183
1242	0.830247	0.000000	-0.005980
1243	0.827450	0.000000	-0.003038
1244	0.818962	0.000000	-0.004003
1245	0.816069	0.000000	-0.001640
1246	0.812114	0.000000	-0.002749
1247	0.815876	0.000000	-0.005449
1248	0.821181	0.000000	-0.005305
1249	0.815394	0.000000	-0.003424
1250	0.820023	0.000000	-0.006221
1251	0.820313	0.000000	-0.000338
1252	0.820120	0.000000	-0.001254
1253	0.819734	0.000000	-0.005546
1254	0.818094	0.000000	-0.002315
1255	0.825328	0.000000	-0.001640
1256	0.819637	0.000000	0.001495
1257	0.817033	0.000000	0.003279
1258	0.809703	0.000000	0.007523
1259	0.813657	0.000000	0.002652
1260	0.814718	0.000000	0.003472
1261	0.815008	0.000000	0.008873
1262	0.817708	0.000000	0.006318
1263	0.821856	0.000000	0.010368
1264	0.826292	0.000000	0.008488
1265	0.827836	0.000000	0.005835
1266	0.828993	0.000000	0.008295
1267	0.829861	0.000000	0.005305
1268	0.833816	0.000000	0.003086
1269	0.835262	0.000000	0.003762
1270	0.834491	0.000000	0.002025
1271	0.835069	0.000000	0.000241
1272	0.836227	0.000000	0.001688
1273	0.831694	0.000000	0.000193
1274	0.833526	0.000000	0.001881
1275	0.831501	0.000000	-0.001109
1276	0.828993	0.000000	-0.004340
1277	0.829379	0.000000	-0.000916
1278	0.828800	0.000000	0.001447
1279	0.836034	0.000000	0.004726
1280	0.844618	0.000000	0.003135
1281	0.839603	0.000000	0.002652
1282	0.840664	0.000000	0.006125
1283	0.833333	0.000000	0.004485
1284	0.834008	0.000000	0.003086
1285	0.832272	0.000000	0.004147
1286	0.832272	0.000000	0.003520
1287	0.831211	0.000000	0.005980
1288	0.839892	0.000000	0.002025
1289	0.838252	0.000000	0.005401
1290	0.828897	0.000000	0.003762
1291	0.829186	0.000000	0.000820
1292	0.834877	0.000000	0.001929
1293	0.836323	0.000000	-0.001736
1294	0.831983	0.000000	-0.005594
1295	0.833719	0.000000	-0.005546
1296	0.829379	0.000000	-0.007957
1297	0.824171	0.000000	-0.003328
1298	0.822724	0.000000	-0.001736
1299	0.822820	0.000000	-0.003086
1300	0.823013	0.000000	-0.003810
1301	0.829282	0.000000	0.000193
1302	0.828800	0.000000	-0.004340
1303	0.829475	0.000000	-0.003569
1304	0.832948	0.000000	-0.004678
1305	0.834201	0.000000	-0.004051
1306	0.833140	0.000000	-0.001591
1307	0.834684	0.000000	-0.002025
1308	0.836130	0.000000	-0.001591
1309	0.833430	0.000000	-0.001881
1310	0.836130	0.000000	-0.004581
1311	0.837481	0.000000	-0.004003
1312	0.839988	0.000000	-0.009645
1313	0.842400	0.000000	-0.009066
1314	0.843943	0.000000	-0.002604
1315	0.842785	0.000000	0.000289
1316	0.838059	0.000000	0.000579
1317	0.838445	0.000000	0.000579
1318	0.837481	0.000000	0.001302
1319	0.837191	0.000000	0.001640
1320	0.836806	0.000000	-0.000386
1321	0.836613	0.000000	0.001977
1322	0.839217	0.000000	0.002025
1323	0.840374	0.000000	-0.002315
1324	0.843943	0.000000	-0.001688
1325	0.841821	0.000000	-0.004340
1326	0.838059	0.000000	-0.001881
1327	0.832369	0.000000	-0.001013
1328	0.829958	0.000000	-0.002122
1329	0.821277	0.000000	-0.002267
1330	0.820120	0.000000	-0.002411
1331	0.828800	0.000000	-0.005353
1332	0.828029	0.000000	-0.005546
1333	0.834780	0.000000	-0.004244
1334	0.837577	0.000000	-0.006510
1335	0.842014	0.000000	-0.003569
1336	0.841146	0.000000	-0.003183
1337	0.836130	0.000000	-0.005208
1338	0.835938	0.000000	-0.006028
1339	0.831597	0.000000	-0.003279
1340	0.830729	0.000000	-0.005835
1341	0.829282	0.000000	-0.002508
1342	0.833430	0.000000	-0.004726
1343	0.822338	0.000000	-0.006703
1344	0.826196	0.000000	-0.002845
1345	0.832851	0.000000	-0.007764
1346	0.829379	0.000000	-0.006944
1347	0.825714	0.000000	-0.004389
1348	0.826003	0.000000	-0.006896
1349	0.829861	0.000000	-0.007186
1350	0.836998	0.000000	-0.009307
1351	0.828318	0.000000	-0.005449
1352	0.835359	0.000000	-0.002797
1353	0.832755	0.000000	-0.000627
1354	0.832755	0.000000	0.003906
1355	0.829475	0.000000	0.002218
1356	0.833816	0.000000	0.002267
1357	0.835455	0.000000	-0.000434
1358	0.825231	0.000000	0.001736
1359	0.823495	0.000000	-0.003183
1360	0.823206	0.000000	-0.001833
1361	0.825907	0.000000	-0.003231
1362	0.829572	0.000000	-0.009597
1363	0.828993	0.000000	-0.006462
1364	0.827836	0.000000	-0.006318
1365	0.826292	0.000000	-0.003906
1366	0.830729	0.000000	-0.001977
1367	0.828800	0.000000	-0.003520
1368	0.827546	0.000000	-0.002894
1369	0.824749	0.000000	-0.005835
1370	0.822531	0.000000	-0.003328
1371	0.822820	0.000000	-0.004389
1372	0.819059	0.000000	-0.004533
1373	0.824556	0.000000	-0.004099
1374	0.823206	0.000000	-0.002701
1375	0.824556	0.000000	-0.004678
1376	0.822242	0.000000	-0.003617
1377	0.826196	0.000000	-0.002652
1378	0.828993	0.000000	-0.001784
1379	0.826968	0.000000	-0.000048
1380	0.828607	0.000000	-0.003328
1381	0.831404	0.000000	-0.007089
1382	0.837867	0.000000	-0.006125
1383	0.836034	0.000000	-0.002894
1384	0.834877	0.000000	-0.003665
1385	0.837191	0.000000	-0.005642
1386	0.829186	0.000000	-0.003954
1387	0.828125	0.000000	-0.005691
1388	0.825617	0.000000	-0.000820
1389	0.831597	0.000000	-0.001929
1390	0.832079	0.000000	0.001399
1391	0.830054	0.000000	0.001640
1392	0.829090	0.000000	-0.002942
1393	0.823688	0.000000	0.000096
1394	0.826003	0.000000	-0.003183
1395	0.829379	0.000000	-0.001013
1396	0.824942	0.000000	0.004485
1397	0.827836	0.000000	0.001109
1398	0.825424	0.000000	0.004099
1399	0.824653	0.000000	0.005257
1400	0.818287	0.000000	0.006993
1401	0.816358	0.000000	0.007137
1402	0.821373	0.000000	0.002508
1403	0.817708	0.000000	0.006510
1404	0.819637	0.000000	0.007957
1405	0.826003	0.000000	0.003231
1406	0.828800	0.000000	0.005015
1407	0.834973	0.000000	0.003472
1408	0.833623	0.000000	0.004003
1409	0.832272	0.000000	0.004389
1410	0.825810	0.000000	0.001833
1411	0.820988	0.000000	0.000096
1412	0.819830	0.000000	-0.000723
1413	0.828221	0.000000	0.002942
1414	0.823978	0.000000	0.002315
1415	0.825424	0.000000	-0.001495
1416	0.834684	0.000000	-0.005208
1417	0.834491	0.000000	-0.003279
1418	0.833526	0.000000	0.001206
1419	0.842400	0.000000	-0.002652
1420	0.838542	0.000000	-0.003038
1421	0.833044	0.000000	-0.000096
1422	0.834877	0.000000	0.005787
1423	0.831694	0.000000	0.002122
1424	0.830247	0.000000	0.006752
1425	0.829379	0.000000	0.007475
1426	0.830922	0.000000	0.005208
1427	0.830536	0.000000	0.001013
1428	0.832272	0.000000	0.001399
1429	0.838542	0.000000	0.004147
1430	0.830054	0.000000	0.006076
1431	0.833044	0.000000	0.004051
1432	0.840278	0.000000	0.001640
1433	0.837384	0.000000	0.003183
1434	0.837770	0.000000	-0.002797
1435	0.828607	0.000000	-0.006896
1436	0.824556	0.000000	-0.003472
1437	0.829958	0.000000	-0.005835
1438	0.827160	0.000000	-0.001061
1439	0.823302	0.000000	-0.000530
1440	0.821952	0.000000	-0.001784
1441	0.819927	0.000000	0.001157
1442	0.820409	0.000000	-0.001350
1443	0.822917	0.000000	-0.000289
1444	0.814622	0.000000	-0.000241
1445	0.818480	0.000000	0.002845
1446	0.827160	0.000000	0.004485
1447	0.828414	0.000000	0.006510
1448	0.828414	0.000000	0.008439
1449	0.830633	0.000000	0.004726
1450	0.829765	0.000000	0.001591
1451	0.828125	0.000000	-0.001013
1452	0.823013	0.000000	-0.001013
1453	0.825617	0.000000	-0.002411
1454	0.825231	0.000000	-0.008439
1455	0.823978	0.000000	-0.007909
1456	0.827160	0.000000	-0.008054
1457	0.824171	0.000000	-0.008488
1458	0.818866	0.000000	-0.003665
1459	0.821373	0.000000	-0.003858
1460	0.822820	0.000000	-0.001350
1461	0.826775	0.000000	-0.001736
1462	0.830440	0.000000	0.000868
1463	0.831983	0.000000	-0.001302
1464	0.831887	0.000000	0.001206
1465	0.842303	0.000000	-0.001784
1466	0.839024	0.000000	-0.002604
1467	0.839313	0.000000	-0.002411
1468	0.843268	0.000000	0.000482
1469	0.849633	0.000000	-0.002074
1470	0.842785	0.000000	-0.004967
1471	0.838638	0.000000	-0.005257
1472	0.834587	0.000000	-0.001688
1473	0.830054	0.000000	-0.006269
1474	0.832658	0.000000	-0.003858
1475	0.837867	0.000000	-0.001495
1476	0.839217	0.000000	0.002701
1477	0.841435	0.000000	0.003086
1478	0.836420	0.000000	0.004678
1479	0.839892	0.000000	0.003569
1480	0.842014	0.000000	0.003038
1481	0.836323	0.000000	0.000772
1482	0.838059	0.000000	-0.000338
1483	0.838349	0.000000	-0.001640
1484	0.834394	0.000000	-0.003086
1485	0.831694	0.000000	-0.000965
1486	0.831501	0.000000	-0.003038
1487	0.828800	0.000000	-0.006848
1488	0.830343	0.000000	-0.009066
1489	0.833044	0.000000	-0.005739
1490	0.839699	0.000000	-0.009645
1491	0.840760	0.000000	-0.010947
1492	0.838059	0.000000	-0.010417
1493	0.834973	0.000000	-0.006703
1494	0.834105	0.000000	-0.006221
1495	0.833430	0.000000	-0.006366
1496	0.826871	0.000000	-0.007764
1497	0.832079	0.000000	-0.007186
1498	0.824846	0.000000	-0.009645
1499	0.826582	0.000000	-0.005353
1500	0.825714	0.000000	-0.005546
1501	0.822724	0.000000	-0.000241
1502	0.825714	0.000000	-0.002459
1503	0.825714	0.000000	-0.002411
1504	0.830922	0.000000	0.000193
1505	0.829379	0.000000	0.001399
1506	0.833526	0.000000	0.004919
1507	0.827064	0.000000	-0.000241
1508	0.826100	0.000000	-0.001591
1509	0.823592	0.000000	-0.002074
1510	0.825424	0.000000	-0.003086
1511	0.826775	0.000000	-0.004003
1512	0.827836	0.000000	-0.003279
1513	0.830536	0.000000	-0.002074
1514	0.829668	0.000000	-0.001881
1515	0.831694	0.000000	-0.003520
1516	0.838349	0.000000	-0.006559
1517	0.840278	0.000000	-0.006559
1518	0.842014	0.000000	-0.008439
1519	0.839506	0.000000	-0.007041
1520	0.831887	0.000000	-0.009211
1521	0.837963	0.000000	-0.006221
1522	0.836998	0.000000	-0.009066
1523	0.827643	0.000000	-0.008005
1524	0.826003	0.000000	-0.004630
1525	0.826485	0.000000	-0.003617
1526	0.825231	0.000000	0.003954
1527	0.833623	0.000000	-0.000145
1528	0.836034	0.000000	-0.003520
1529	0.836709	0.000000	-0.002122
1530	0.838059	0.000000	-0.002363
1531	0.835262	0.000000	0.000675
1532	0.837191	0.000000	0.000772
1533	0.837384	0.000000	0.001591
1534	0.832272	0.000000	0.000868
1535	0.832369	0.000000	0.000096
1536	0.827064	0.000000	0.002267
1537	0.822242	0.000000	0.003183
1538	0.821952	0.000000	0.001109
1539	0.834394	0.000000	-0.002508
1540	0.835455	0.000000	-0.002170
1541	0.835552	0.000000	-0.001736
1542	0.839024	0.000000	-0.000193
1543	0.836902	0.000000	-0.003617
1544	0.840664	0.000000	-0.002170
1545	0.841628	0.000000	-0.001688
1546	0.844039	0.000000	-0.000145
1547	0.839506	0.000000	-0.000820
1548	0.837770	0.000000	-0.001206
1549	0.831308	0.000000	0.000916
1550	0.841725	0.000000	-0.002652
1551	0.848669	0.000000	-0.002122
1552	0.846836	0.000000	-0.000868
1553	0.843364	0.000000	0.002556
1554	0.839892	0.000000	0.004099
1555	0.837577	0.000000	0.001591
1556	0.842110	0.000000	0.002652
1557	0.838156	0.000000	0.003376
1558	0.835262	0.000000	0.005305
