# tiempo	energia_plaqueta	O10	magnetizacion
156	0.828029	0.000000	0.001736
157	0.826775	0.000000	0.003617
158	0.829861	0.000000	-0.003086
159	0.825328	0.000000	-0.000048
160	0.821566	0.000000	-0.004051
161	0.827160	0.000000	0.000579
162	0.822338	0.000000	-0.000434
163	0.814718	0.000000	-0.002315
164	0.819252	0.000000	-0.002170
165	0.820795	0.000000	-0.002701
166	0.823592	0.000000	0.000965
167	0.822627	0.000000	-0.002990
168	0.822724	0.000000	0.001881
169	0.825907	0.000000	0.001399
170	0.823688	0.000000	-0.000145
171	0.819734	0.000000	0.002025
172	0.820602	0.000000	0.000338
173	0.821084	0.000000	-0.000434
174	0.826389	0.000000	0.001977
175	0.826968	0.000000	-0.001688
176	0.828318	0.000000	-0.000434
177	0.833140	0.000000	-0.000772
178	0.835166	0.000000	0.004051
179	0.833912	0.000000	0.001929
180	0.839313	0.000000	0.001929
181	0.837288	0.000000	0.002797
182	0.839217	0.000000	0.001977
183	0.836227	0.000000	0.004389
184	0.838156	0.000000	0.004823
185	0.840760	0.000000	0.002411
186	0.836516	0.000000	0.005112
187	0.839506	0.000000	0.004823
188	0.833623	0.000000	0.007282
189	0.840664	0.000000	0.006173
190	0.844907	0.000000	0.008295
191	0.846451	0.000000	0.008150
192	0.843364	0.000000	0.006221
193	0.833912	0.000000	0.005835
194	0.831597	0.000000	0.008391
195	0.834105	0.000000	0.007909
196	0.821084	0.000000	0.005353
197	0.820988	0.000000	0.002749
198	0.824267	0.000000	0.001784
199	0.824653	0.000000	0.001929
200	0.818383	0.000000	-0.000675
201	0.818287	0.000000	0.002411
202	0.824363	0.000000	0.002170
203	0.825328	0.000000	0.000193
204	0.824363	0.000000	0.000096
205	0.826292	0.000000	-0.000289
206	0.828800	0.000000	-0.004340
207	0.825907	0.000000	-0.004823
208	0.833623	0.000000	0.000048
209	0.832369	0.000000	-0.003279
210	0.834394	0.000000	-0.001736
211	0.828800	0.000000	0.002267
212	0.830150	0.000000	0.002315
213	0.831115	0.000000	0.001736
214	0.836613	0.000000	0.004340
215	0.840374	0.000000	0.002990
216	0.841242	0.000000	0.002363
217	0.838059	0.000000	-0.002267
218	0.840471	0.000000	-0.000627
219	0.842785	0.000000	0.002025
220	0.844522	0.000000	0.003231
221	0.839699	0.000000	0.005257
222	0.833044	0.000000	0.006559
223	0.838445	0.000000	0.003328
224	0.838735	0.000000	0.003954
225	0.836227	0.000000	0.004967
226	0.830440	0.000000	0.010947
227	0.833333	0.000000	0.001543
228	0.827932	0.000000	0.004003
229	0.828511	0.000000	0.002363
230	0.828029	0.000000	0.002074
231	0.827932	0.000000	0.001736
232	0.828704	0.000000	-0.000338
233	0.828125	0.000000	0.002267
234	0.837095	0.000000	0.002604
235	0.840085	0.000000	-0.003665
236	0.834587	0.000000	-0.002604
237	0.844136	0.000000	-0.002170
238	0.840278	0.000000	-0.000482
239	0.840567	0.000000	-0.001591
240	0.835648	0.000000	-0.005160
241	0.834105	0.000000	-0.005883
242	0.833816	0.000000	-0.004823
243	0.833140	0.000000	-0.006173
244	0.836902	0.000000	-0.001591
245	0.833333	0.000000	-0.001302
246	0.834587	0.000000	-0.002845
247	0.833623	0.000000	-0.000434
248	0.831983	0.000000	-0.001061
249	0.832465	0.000000	-0.004581
250	0.833623	0.000000	-0.005015
251	0.834684	0.000000	-0.000338
252	0.827932	0.000000	0.000916
253	0.831887	0.000000	-0.004485
254	0.827160	0.000000	-0.000530
255	0.827739	0.000000	0.000530
256	0.835359	0.000000	0.004003
257	0.837191	0.000000	0.003954
258	0.839024	0.000000	0.008873
259	0.832176	0.000000	0.010176
260	0.831983	0.000000	0.008584
261	0.836227	0.000000	0.014419
262	0.837577	0.000000	0.011622
263	0.836516	0.000000	0.009790
264	0.842978	0.000000	0.008777
265	0.836613	0.000000	0.009500
266	0.838349	0.000000	0.008439
267	0.830440	0.000000	0.004774
268	0.827257	0.000000	0.008681
269	0.831597	0.000000	0.009886
270	0.835069	0.000000	0.003665
271	0.840471	0.000000	0.006896
272	0.844618	0.000000	0.007427
273	0.843846	0.000000	0.009404
274	0.841917	0.000000	0.009356
275	0.849826	0.000000	0.009934
276	0.845197	0.000000	0.007234
277	0.853009	0.000000	0.003858
278	0.847801	0.000000	0.000627
279	0.850502	0.000000	-0.000675
280	0.848669	0.000000	0.002170
281	0.848958	0.000000	0.004051
282	0.850694	0.000000	0.000000
283	0.837770	0.000000	0.001206
284	0.840664	0.000000	0.004051
285	0.838831	0.000000	0.001109
286	0.841821	0.000000	0.001640
287	0.839024	0.000000	-0.000627
288	0.839217	0.000000	0.001688
289	0.841628	0.000000	0.000241
290	0.839892	0.000000	-0.002363
291	0.840567	0.000000	0.002749
292	0.837963	0.000000	-0.001302
293	0.838831	0.000000	-0.002074
294	0.835552	0.000000	-0.009066
295	0.845100	0.000000	-0.009259
296	0.843075	0.000000	-0.006607
297	0.842785	0.000000	-0.007427
298	0.842593	0.000000	-0.005401
299	0.841725	0.000000	-0.007909
300	0.834684	0.000000	-0.009597
301	0.835841	0.000000	-0.007813
302	0.835938	0.000000	-0.006414
303	0.839120	0.000000	-0.003810
304	0.845486	0.000000	-0.000338
305	0.841435	0.000000	-0.004051
306	0.843171	0.000000	-0.004871
307	0.837867	0.000000	-0.007957
308	0.836998	0.000000	-0.008005
309	0.842400	0.000000	-0.003617
310	0.835262	0.000000	-0.003424
311	0.829572	0.000000	-0.003424
312	0.834684	0.000000	-0.006269
313	0.831694	0.000000	-0.002218
314	0.837963	0.000000	-0.005208
315	0.835841	0.000000	-0.002990
316	0.839410	0.000000	-0.001881
317	0.843075	0.000000	-0.005160
318	0.845293	0.000000	-0.002122
319	0.842400	0.000000	0.002363
320	0.837481	0.000000	-0.000048
321	0.835262	0.000000	0.004340
322	0.835938	0.000000	0.004437
323	0.838059	0.000000	0.002170
324	0.833140	0.000000	0.002556
325	0.832465	0.000000	0.000868
326	0.830440	0.000000	0.001784
327	0.834008	0.000000	0.002604
328	0.832272	0.000000	0.004485
329	0.840374	0.000000	0.005208
330	0.845968	0.000000	0.005980
331	0.838831	0.000000	0.005932
332	0.834973	0.000000	0.005642
333	0.836902	0.000000	0.005498
334	0.834973	0.000000	0.003906
335	0.833912	0.000000	0.002797
336	0.834491	0.000000	0.002170
337	0.835938	0.000000	-0.002942
338	0.842593	0.000000	0.000193
339	0.841242	0.000000	0.002411
340	0.841146	0.000000	0.002894
341	0.847222	0.000000	0.003183
342	0.839796	0.000000	-0.000145
343	0.839120	0.000000	0.002797
344	0.838542	0.000000	0.003038
345	0.841532	0.000000	0.003231
346	0.843654	0.000000	0.001784
347	0.832948	0.000000	0.004389
348	0.825231	0.000000	0.004099
349	0.826003	0.000000	0.001929
350	0.825810	0.000000	0.003328
351	0.829090	0.000000	0.000965
352	0.819444	0.000000	0.000386
353	0.820120	0.000000	-0.000193
354	0.820505	0.000000	-0.002074
355	0.823302	0.000000	-0.002701
356	0.822145	0.000000	0.000096
357	0.824942	0.000000	-0.000048
358	0.828607	0.000000	0.004823
359	0.834587	0.000000	0.007813
360	0.829861	0.000000	0.006703
361	0.829282	0.000000	0.003906
362	0.830150	0.000000	0.004051
363	0.831308	0.000000	-0.001688
364	0.827643	0.000000	0.003135
365	0.823399	0.000000	0.005257
366	0.821566	0.000000	0.007041
367	0.820602	0.000000	0.006655
368	0.819348	0.000000	0.006800
369	0.819155	0.000000	0.003906
370	0.824171	0.000000	0.004726
371	0.825617	0.000000	0.007427
372	0.826292	0.000000	0.004437
373	0.826968	0.000000	0.004919
374	0.831694	0.000000	0.002797
375	0.832176	0.000000	0.002363
376	0.837674	0.000000	0.000145
377	0.831308	0.000000	0.002218
378	0.832272	0.000000	0.001495
379	0.832851	0.000000	0.001688
380	0.831019	0.000000	0.003906
381	0.825617	0.000000	0.005064
382	0.825424	0.000000	0.004003
383	0.828511	0.000000	0.001254
384	0.823013	0.000000	0.003231
385	0.828897	0.000000	-0.000193
386	0.830922	0.000000	-0.001591
387	0.830343	0.000000	-0.004678
388	0.831597	0.000000	-0.000434
389	0.833333	0.000000	-0.008681
390	0.830633	0.000000	-0.008729
391	0.831887	0.000000	-0.004003
392	0.827643	0.000000	-0.006462
393	0.823302	0.000000	-0.009790
394	0.830826	0.000000	-0.006559
395	0.828318	0.000000	-0.003376
396	0.826100	0.000000	-0.002363
397	0.829572	0.000000	-0.001399
398	0.819252	0.000000	-0.006173
399	0.820120	0.000000	-0.008777
400	0.831983	0.000000	-0.008729
401	0.831404	0.000000	-0.006848
402	0.832176	0.000000	-0.002363
403	0.826775	0.000000	-0.000096
404	0.823495	0.000000	-0.003135
405	0.831115	0.000000	-0.004967
406	0.829765	0.000000	-0.007571
407	0.822724	0.000000	-0.010610
408	0.826775	0.000000	-0.012828
409	0.821181	0.000000	-0.011140
410	0.824942	0.000000	-0.009500
411	0.825039	0.000000	-0.008247
412	0.827064	0.000000	-0.008005
413	0.825810	0.000000	-0.009549
414	0.828704	0.000000	-0.003713
415	0.826968	0.000000	-0.000965
416	0.827064	0.000000	-0.004196
417	0.828607	0.000000	-0.003086
418	0.827353	0.000000	-0.004581
419	0.833044	0.000000	-0.002267
420	0.833719	0.000000	-0.003810
421	0.831308	0.000000	-0.005160
422	0.832948	0.000000	-0.004967
423	0.826678	0.000000	-0.007957
424	0.831019	0.000000	-0.003810
425	0.837095	0.000000	0.002411
426	0.833623	0.000000	-0.001399
427	0.833237	0.000000	-0.003086
428	0.834008	0.000000	0.002170
429	0.833912	0.000000	0.001495
430	0.828704	0.000000	0.001929
431	0.824171	0.000000	0.002074
432	0.822531	0.000000	0.002315
433	0.820602	0.000000	0.003376
434	0.825135	0.000000	0.003424
435	0.824942	0.000000	0.006076
436	0.817805	0.000000	0.004437
437	0.821952	0.000000	0.001640
438	0.811343	0.000000	-0.004099
439	0.816262	0.000000	-0.006269
440	0.816165	0.000000	-0.002411
441	0.813175	0.000000	-0.002508
442	0.815779	0.000000	-0.001543
443	0.817323	0.000000	-0.000193
444	0.820023	0.000000	-0.005160
445	0.825135	0.000000	-0.001157
446	0.822531	0.000000	0.004051
447	0.820988	0.000000	0.005160
448	0.825521	0.000000	0.005064
449	0.822917	0.000000	0.005546
450	0.821856	0.000000	0.004774
451	0.824460	0.000000	0.006559
452	0.825907	0.000000	0.008102
453	0.829475	0.000000	0.006173
454	0.836709	0.000000	0.004774
455	0.827643	0.000000	0.004871
456	0.825039	0.000000	0.003713
457	0.827932	0.000000	0.004774
458	0.837191	0.000000	0.000627
459	0.832079	0.000000	0.003135
460	0.829186	0.000000	0.000193
461	0.825231	0.000000	0.004292
462	0.816937	0.000000	0.001399
463	0.818383	0.000000	0.002942
464	0.817708	0.000000	0.004244
465	0.819348	0.000000	0.005498
466	0.819252	0.000000	0.001254
467	0.815972	0.000000	0.000627
468	0.819541	0.000000	0.004389
469	0.821952	0.000000	0.005208
470	0.827643	0.000000	0.001591
471	0.830440	0.000000	-0.001254
472	0.838445	0.000000	0.002845
473	0.832272	0.000000	0.001929
474	0.829765	0.000000	0.003472
475	0.828221	0.000000	-0.000386
476	0.829475	0.000000	-0.001736
477	0.828993	0.000000	0.000530
478	0.819252	0.000000	-0.000482
479	0.826389	0.000000	-0.004340
480	0.825617	0.000000	-0.003231
481	0.828414	0.000000	-0.000434
482	0.834201	0.000000	-0.003617
483	0.833430	0.000000	-0.004823
484	0.834973	0.000000	-0.007523
485	0.833623	0.000000	-0.005835
486	0.831115	0.000000	-0.006173
487	0.832948	0.000000	-0.004340
488	0.833430	0.000000	-0.006366
489	0.825521	0.000000	-0.006318
490	0.829572	0.000000	-0.006800
491	0.828800	0.000000	-0.010754
492	0.829765	0.000000	-0.007909
493	0.837963	0.000000	-0.007571
494	0.840181	0.000000	-0.011044
495	0.840760	0.000000	-0.009934
496	0.836130	0.000000	-0.005498
497	0.836613	0.000000	-0.005401
498	0.842978	0.000000	-0.007282
499	0.840374	0.000000	-0.006173
500	0.839120	0.000000	-0.006703
501	0.837963	0.000000	-0.006655
502	0.839506	0.000000	-0.007475
503	0.844811	0.000000	-0.004726
504	0.841821	0.000000	-0.008488
505	0.832176	0.000000	-0.006125
506	0.830343	0.000000	-0.004726
507	0.828318	0.000000	-0.004147
508	0.827160	0.000000	-0.005883
509	0.832658	0.000000	-0.010127
510	0.834394	0.000000	-0.004774
511	0.832851	0.000000	-0.004292
512	0.836613	0.000000	-0.002942
513	0.838252	0.000000	-0.001206
514	0.834201	0.000000	-0.000530
515	0.834201	0.000000	-0.001447
516	0.831694	0.000000	-0.001736
517	0.833912	0.000000	-0.001881
518	0.834877	0.000000	-0.001109
519	0.833912	0.000000	0.000530
520	0.829861	0.000000	-0.006462
521	0.829090	0.000000	-0.013455
522	0.832755	0.000000	-0.003231
523	0.835359	0.000000	-0.001447
524	0.833623	0.000000	-0.004823
525	0.828993	0.000000	-0.001640
526	0.828318	0.000000	-0.002701
527	0.835841	0.000000	0.001881
528	0.827160	0.000000	0.003906
529	0.829475	0.000000	0.005449
530	0.825907	0.000000	0.001784
531	0.820216	0.000000	0.000434
532	0.826100	0.000000	-0.002363
533	0.820409	0.000000	0.001591
534	0.815972	0.000000	-0.001109
535	0.819444	0.000000	0.001833
536	0.822531	0.000000	-0.002411
537	0.823206	0.000000	-0.001784
538	0.822917	0.000000	-0.000965
539	0.830922	0.000000	-0.001447
540	0.825617	0.000000	0.003279
541	0.824074	0.000000	0.004340
542	0.828414	0.000000	0.004919
543	0.824267	0.000000	0.008584
544	0.830922	0.000000	0.006414
545	0.834684	0.000000	0.006993
546	0.834877	0.000000	0.006125
547	0.836323	0.000000	0.010079
548	0.837481	0.000000	0.008729
549	0.831404	0.000000	0.007813
550	0.834008	0.000000	0.005642
551	0.830440	0.000000	0.003617
552	0.828800	0.000000	0.000530
553	0.823785	0.000000	0.004051
554	0.821373	0.000000	0.005835
555	0.825039	0.000000	0.006559
556	0.830054	0.000000	0.004630
557	0.831019	0.000000	0.006125
558	0.829765	0.000000	0.005015
559	0.840085	0.000000	0.005739
560	0.835938	0.000000	0.003665
561	0.838349	0.000000	0.004051
562	0.835745	0.000000	0.004871
563	0.844811	0.000000	0.002749
564	0.840085	0.000000	0.003617
565	0.826196	0.000000	0.003279
566	0.829379	0.000000	0.007475
567	0.829475	0.000000	0.003231
568	0.833623	0.000000	0.001013
569	0.834008	0.000000	0.002122
570	0.830054	0.000000	0.002170
571	0.828607	0.000000	0.000193
572	0.823206	0.000000	0.002170
573	0.825135	0.000000	-0.002604
574	0.826485	0.000000	0.001640
575	0.829958	0.000000	0.000627
576	0.822145	0.000000	-0.002267
577	0.826871	0.000000	-0.003231
578	0.828125	0.000000	0.002170
579	0.826775	0.000000	0.002025
580	0.830633	0.000000	-0.000096
581	0.830729	0.000000	0.001784
582	0.837288	0.000000	0.002363
583	0.837481	0.000000	0.003038
584	0.839410	0.000000	0.002604
585	0.836806	0.000000	0.002797
586	0.841725	0.000000	0.006559
587	0.839024	0.000000	0.002170
588	0.837288	0.000000	0.001495
589	0.834780	0.000000	0.003906
590	0.839892	0.000000	0.002218
591	0.839506	0.000000	0.001495
592	0.842110	0.000000	0.007330
593	0.842785	0.000000	0.002363
594	0.841146	0.000000	0.005835
595	0.847704	0.000000	0.005401
596	0.838445	0.000000	0.009259
597	0.842207	0.000000	0.003376
598	0.838638	0.000000	0.004774
599	0.836902	0.000000	0.000241
600	0.831404	0.000000	0.000145
601	0.836420	0.000000	0.000868
602	0.832465	0.000000	-0.004533
603	0.832176	0.000000	-0.003906
604	0.828221	0.000000	-0.005160
605	0.832658	0.000000	-0.002556
606	0.834105	0.000000	-0.001543
607	0.827932	0.000000	0.002701
608	0.829090	0.000000	0.006703
609	0.835069	0.000000	0.000338
610	0.836516	0.000000	-0.000916
611	0.835069	0.000000	0.000675
612	0.832176	0.000000	0.001977
613	0.831308	0.000000	0.002315
614	0.827257	0.000000	-0.000868
615	0.834008	0.000000	-0.001736
616	0.829958	0.000000	0.002122
617	0.835841	0.000000	0.000289
618	0.838927	0.000000	-0.000096
619	0.839217	0.000000	0.000289
620	0.841435	0.000000	0.003665
621	0.842785	0.000000	0.002942
622	0.842303	0.000000	0.001784
623	0.842400	0.000000	0.000530
624	0.843075	0.000000	-0.004244
625	0.840181	0.000000	0.000048
626	0.834780	0.000000	0.002701
627	0.834105	0.000000	0.003520
628	0.838735	0.000000	0.002749
629	0.839988	0.000000	0.006269
630	0.838638	0.000000	0.004485
631	0.834105	0.000000	0.001688
632	0.833912	0.000000	0.001929
633	0.829186	0.000000	0.001206
634	0.828993	0.000000	0.000386
635	0.825714	0.000000	-0.002508
636	0.826292	0.000000	0.003713
637	0.828414	0.000000	0.001206
638	0.829090	0.000000	0.005064
639	0.826003	0.000000	0.005883
640	0.824363	0.000000	0.002267
641	0.818576	0.000000	-0.000096
642	0.824749	0.000000	0.003231
643	0.822049	0.000000	0.006076
644	0.824653	0.000000	0.007378
645	0.826196	0.000000	0.004340
646	0.825135	0.000000	0.007523
647	0.824267	0.000000	0.007427
648	0.826100	0.000000	0.006318
649	0.832176	0.000000	0.001977
650	0.833912	0.000000	0.005932
651	0.833044	0.000000	0.003038
652	0.826292	0.000000	0.005112
653	0.827643	0.000000	-0.000434
654	0.822049	0.000000	0.002025
655	0.825039	0.000000	-0.001350
656	0.826196	0.000000	0.000482
657	0.814911	0.000000	0.004678
658	0.818480	0.000000	0.003038
659	0.822724	0.000000	0.003713
660	0.825617	0.000000	0.002845
661	0.826678	0.000000	-0.000916
662	0.826003	0.000000	-0.002797
663	0.830826	0.000000	-0.005160
664	0.826968	0.000000	-0.005691
665	0.826196	0.000000	-0.008970
666	0.826775	0.000000	-0.006414
667	0.829668	0.000000	-0.003376
668	0.826871	0.000000	-0.000916
669	0.830633	0.000000	-0.001543
670	0.828221	0.000000	-0.004919
671	0.832562	0.000000	-0.007668
672	0.837095	0.000000	-0.010368
673	0.831019	0.000000	-0.013117
674	0.828125	0.000000	-0.012539
675	0.825617	0.000000	-0.013937
676	0.830150	0.000000	-0.013744
677	0.832562	0.000000	-0.015818
678	0.831694	0.000000	-0.014998
679	0.826100	0.000000	-0.015577
680	0.823302	0.000000	-0.014468
681	0.820795	0.000000	-0.016059
682	0.822917	0.000000	-0.017892
683	0.822145	0.000000	-0.012828
684	0.825231	0.000000	-0.012249
685	0.829958	0.000000	-0.011429
686	0.828704	0.000000	-0.009066
687	0.829186	0.000000	-0.005401
688	0.829090	0.000000	-0.000048
689	0.828414	0.000000	-0.001929
690	0.830826	0.000000	0.003810
691	0.825328	0.000000	-0.000145
692	0.825328	0.000000	0.004774
693	0.824942	0.000000	0.000820
694	0.823013	0.000000	0.001543
695	0.831211	0.000000	0.003086
696	0.839313	0.000000	0.000916
697	0.831790	0.000000	-0.003424
698	0.823206	0.000000	-0.003762
699	0.828221	0.000000	-0.001881
700	0.824556	0.000000	-0.001157
701	0.825810	0.000000	-0.003665
702	0.830729	0.000000	-0.002701
703	0.827932	0.000000	-0.000338
704	0.828897	0.000000	-0.002894
705	0.830054	0.000000	-0.003472
706	0.830440	0.000000	-0.008970
707	0.833333	0.000000	-0.008295
708	0.836516	0.000000	-0.007716
709	0.832562	0.000000	-0.008198
710	0.839410	0.000000	-0.009404
711	0.838542	0.000000	-0.006800
712	0.836998	0.000000	-0.007668
713	0.839217	0.000000	-0.003954
714	0.842207	0.000000	-0.002025
715	0.841242	0.000000	0.000386
716	0.836323	0.000000	-0.002170
717	0.835648	0.000000	0.001013
718	0.835455	0.000000	0.001929
719	0.835938	0.000000	0.000338
720	0.840181	0.000000	-0.003906
721	0.838638	0.000000	-0.004196
722	0.837384	0.000000	-0.003183
723	0.838252	0.000000	-0.004967
724	0.831501	0.000000	-0.008054
725	0.834491	0.000000	-0.006752
726	0.836998	0.000000	-0.007813
727	0.835938	0.000000	-0.007089
728	0.838059	0.000000	-0.005932
729	0.837288	0.000000	-0.005546
730	0.836420	0.000000	-0.006462
731	0.838349	0.000000	-0.008054
732	0.836902	0.000000	-0.003713
733	0.841532	0.000000	-0.008439
734	0.835552	0.000000	-0.008198
735	0.835745	0.000000	-0.010320
736	0.839988	0.000000	-0.010658
737	0.849633	0.000000	-0.007861
738	0.844039	0.000000	-0.006800
739	0.839796	0.000000	-0.009934
740	0.831790	0.000000	-0.008102
741	0.833623	0.000000	-0.007234
742	0.834201	0.000000	-0.011381
743	0.837095	0.000000	-0.007813
744	0.836420	0.000000	-0.004051
745	0.830054	0.000000	-0.004823
746	0.829861	0.000000	-0.006125
747	0.828993	0.000000	-0.010320
748	0.832948	0.000000	-0.009886
749	0.838831	0.000000	-0.009066
750	0.840374	0.000000	-0.006800
751	0.841435	0.000000	-0.006896
752	0.848669	0.000000	-0.006944
753	0.839988	0.000000	-0.009356
754	0.833816	0.000000	-0.010658
755	0.841339	0.000000	-0.006993
756	0.844715	0.000000	-0.005691
757	0.850694	0.000000	-0.004437
758	0.844522	0.000000	-0.001061
759	0.836806	0.000000	-0.002508
760	0.829958	0.000000	-0.000820
761	0.828318	0.000000	-0.005932
762	0.827643	0.000000	-0.004340
763	0.829282	0.000000	-0.002604
764	0.819444	0.000000	-0.000965
765	0.821952	0.000000	-0.000820
766	0.820505	0.000000	-0.002170
767	0.819637	0.000000	-0.001929
768	0.817515	0.000000	0.000916
769	0.818866	0.000000	0.004051
770	0.817998	0.000000	0.000916
771	0.816069	0.000000	-0.001013
772	0.820698	0.000000	-0.003376
773	0.820698	0.000000	-0.001254
774	0.824363	0.000000	-0.001350
775	0.818866	0.000000	0.001013
776	0.822917	0.000000	0.005691
777	0.819252	0.000000	0.006414
778	0.826196	0.000000	0.010610
779	0.830922	0.000000	0.009163
780	0.827643	0.000000	0.006510
781	0.830440	0.000000	0.001688
782	0.830536	0.000000	0.005305
783	0.829668	0.000000	0.003810
784	0.826871	0.000000	0.004823
785	0.821373	0.000000	0.004871
786	0.827353	0.000000	0.003617
787	0.832272	0.000000	0.002074
788	0.829861	0.000000	0.001061
789	0.831115	0.000000	0.001784
790	0.825521	0.000000	0.003762
791	0.826100	0.000000	-0.000145
792	0.829861	0.000000	0.002942
793	0.829668	0.000000	0.004147
794	0.835069	0.000000	0.004774
795	0.828511	0.000000	0.005449
796	0.827739	0.000000	0.001784
797	0.829958	0.000000	0.002990
798	0.830440	0.000000	0.002894
