# tiempo	mean_var1	std_var1	mean_var2	std_var2	mean_var3	std_var3	mean_var4	std_var4	mean_var5	std_var5	mean_var6	std_var6	mean_var7	std_var7	mean_var8	std_var8	mean_var9	std_var9	mean_var10	std_var10	mean_var11	std_var11
1573	0.731983	0.080522	0.000702	0.000334	0.006125	0.001489	632.000000	199.223493	0.765393	0.053740	-0.000623	0.000355	0.006337	0.000876	633.000000	199.223493	0.784645	0.037856	-0.000267	0.000328	0.005874	0.000759
1576	0.795177	0.027711	-0.000162	0.000525	0.006858	0.001380	635.000000	199.223493	0.799093	0.022444	-0.001358	0.000323	0.004928	0.001606	636.000000	199.223493	0.805826	0.017935	0.000006	0.000328	0.004330	0.001393
1579	0.810803	0.015656	-0.000179	0.000207	0.003703	0.001212	638.000000	199.223493	0.813793	0.011791	0.000728	0.000555	0.004331	0.001768	639.000000	199.223493	0.814815	0.009603	0.000163	0.000580	0.002624	0.003775
1582	0.816474	0.007098	0.000126	0.000398	0.001939	0.003369	641.000000	199.223493	0.816570	0.006443	-0.000372	0.000297	0.001466	0.003380	642.000000	199.223493	0.818191	0.005636	-0.000005	0.000200	0.002247	0.003216
1585	0.820274	0.004847	0.000150	0.000269	0.002431	0.002413	644.000000	199.223493	0.820467	0.004686	0.000330	0.000167	0.001157	0.002364	645.000000	199.223493	0.822994	0.004548	0.000259	0.000468	0.000993	0.002072
1588	0.822299	0.003221	-0.000208	0.000520	0.003270	0.002063	647.000000	199.223493	0.821663	0.002083	-0.000370	0.000354	0.002643	0.003163	648.000000	199.223493	0.826042	0.001533	0.000001	0.000742	0.001900	0.002425
1591	0.825039	0.002306	-0.000634	0.000456	0.000974	0.002780	650.000000	199.223493	0.823515	0.002332	-0.000521	0.000539	0.003087	0.002350	651.000000	199.223493	0.824363	0.002425	-0.000358	0.000428	0.003935	0.002774
1594	0.825521	0.002046	-0.000699	0.000402	0.003424	0.002020	653.000000	199.223493	0.824672	0.002460	-0.000885	0.000749	0.001688	0.002125	654.000000	199.223493	0.824518	0.002699	-0.001277	0.000585	0.003241	0.002192
1597	0.824653	0.002859	-0.000469	0.000424	0.001196	0.002003	656.000000	199.223493	0.826775	0.002679	0.000247	0.000286	0.001524	0.002455	657.000000	199.223493	0.830266	0.002098	-0.000786	0.000365	0.001726	0.001226
1600	0.831115	0.001636	-0.000268	0.000231	0.001784	0.001224	659.000000	199.223493	0.831173	0.002021	0.000678	0.000485	-0.000270	0.000921	660.000000	199.223493	0.832639	0.003452	0.001338	0.000533	-0.000270	0.001269
1603	0.832002	0.003369	0.000709	0.000815	0.001099	0.001866	662.000000	199.223493	0.833025	0.003146	0.001559	0.000596	-0.000338	0.001589	663.000000	199.223493	0.832658	0.003065	0.000902	0.000457	-0.001051	0.001240
1606	0.833295	0.002272	0.000290	0.000283	-0.003318	0.001187	665.000000	199.223493	0.833719	0.003378	-0.000639	0.000442	-0.002942	0.000896	666.000000	199.223493	0.832986	0.003930	-0.000733	0.000713	-0.000772	0.001553
1609	0.833758	0.002912	0.001002	0.000556	0.000666	0.001526	668.000000	199.223493	0.829919	0.002549	0.000503	0.000248	0.001119	0.002303	669.000000	199.223493	0.827469	0.003322	0.000682	0.000620	0.001871	0.001458
1612	0.828588	0.001784	0.000265	0.000341	0.000058	0.002215	671.000000	199.223493	0.830247	0.002112	0.000196	0.000403	-0.001302	0.001505	672.000000	199.223493	0.828974	0.001993	0.000446	0.000335	0.000212	0.001414
1615	0.827778	0.002172	0.001199	0.000874	0.000299	0.002012	674.000000	199.223493	0.829803	0.001044	-0.000258	0.000398	0.000762	0.002047	675.000000	199.223493	0.826948	0.002039	-0.000697	0.000548	0.000646	0.001865
1618	0.824190	0.001703	0.000576	0.000429	0.001129	0.001643	677.000000	199.223493	0.823167	0.001888	0.000029	0.000249	0.001061	0.002208	678.000000	199.223493	0.822646	0.001253	0.000066	0.000254	0.001601	0.001821
1621	0.823476	0.002370	0.000452	0.000200	0.000366	0.001669	680.000000	199.223493	0.829302	0.001710	-0.000059	0.000379	0.001736	0.001315	681.000000	199.223493	0.828762	0.002484	-0.000360	0.000348	0.000926	0.001330
1624	0.830555	0.003163	0.000796	0.000120	0.001350	0.001449	683.000000	199.223493	0.830363	0.003002	0.000553	0.000502	0.000694	0.001458	684.000000	199.223493	0.832870	0.003071	-0.000203	0.000598	-0.000357	0.001435
1627	0.831385	0.002116	0.001002	0.000493	-0.000125	0.001381	686.000000	199.223493	0.830401	0.002807	0.000925	0.000382	0.000260	0.001828	687.000000	199.223493	0.829225	0.003304	0.000579	0.000483	0.001003	0.002436
1630	0.830324	0.002093	0.000688	0.000421	0.001418	0.001981	689.000000	199.223493	0.829803	0.002007	0.000162	0.000190	0.000097	0.001416	690.000000	199.223493	0.828723	0.001784	0.000708	0.000317	0.000511	0.000899
1633	0.829379	0.003348	0.000500	0.000386	0.000367	0.001104	692.000000	199.223493	0.826505	0.003967	0.000679	0.000403	0.000009	0.001568	693.000000	199.223493	0.828299	0.003813	-0.000093	0.000264	-0.000685	0.001714
1636	0.829668	0.005002	-0.000449	0.000365	-0.000318	0.001513	695.000000	199.223493	0.829379	0.004357	0.000542	0.000410	0.001553	0.001728	696.000000	199.223493	0.829147	0.003537	-0.000692	0.000278	-0.000106	0.001371
1639	0.827836	0.004487	-0.000245	0.000508	-0.000058	0.001823	698.000000	199.223493	0.831173	0.002873	0.000345	0.000509	-0.001090	0.002281	699.000000	199.223493	0.829205	0.004354	0.000251	0.000443	-0.001071	0.002815
1642	0.829745	0.003694	0.000772	0.000726	-0.000531	0.002451	701.000000	199.223493	0.827006	0.004007	0.000666	0.000274	-0.001611	0.002699	702.000000	199.223493	0.827816	0.002912	0.000699	0.000329	-0.000945	0.002604
1645	0.824556	0.002554	0.000392	0.000496	-0.001177	0.002201	704.000000	199.223493	0.823958	0.001821	0.000009	0.000718	0.000338	0.002803	705.000000	199.223493	0.823380	0.002854	-0.001494	0.000384	0.000029	0.002208
