# tiempo	mean_var1	std_var1	mean_var2	std_var2	mean_var3	std_var3	mean_var4	std_var4	mean_var5	std_var5	mean_var6	std_var6	mean_var7	std_var7	mean_var8	std_var8	mean_var9	std_var9	mean_var10	std_var10	mean_var11	std_var11
1573	0.862384	0.024576	0.122473	0.109269	-0.199267	0.176757	632.000000	199.223493	0.858198	0.022397	0.102369	0.091147	-0.194830	0.174632	633.000000	199.223493	0.853125	0.021351	0.086380	0.076957	-0.191204	0.171090
1576	0.848997	0.020090	0.071997	0.064057	-0.186352	0.167343	635.000000	199.223493	0.847685	0.019289	0.068211	0.061083	-0.181530	0.162872	636.000000	199.223493	0.849055	0.019251	0.060832	0.054139	-0.177132	0.158764
1579	0.851215	0.017763	0.050357	0.045303	-0.172965	0.153737	638.000000	199.223493	0.850289	0.016870	0.046969	0.042560	-0.167361	0.149778	639.000000	199.223493	0.851794	0.015274	0.043364	0.039036	-0.161536	0.144807
1582	0.853337	0.015263	0.042298	0.037809	-0.156491	0.140779	641.000000	199.223493	0.851601	0.014191	0.033091	0.029262	-0.149402	0.135795	642.000000	199.223493	0.849884	0.013656	0.030393	0.027497	-0.141628	0.131514
1585	0.846759	0.013661	0.027780	0.025810	-0.137182	0.126033	644.000000	199.223493	0.848167	0.014702	0.027837	0.024720	-0.131057	0.121727	645.000000	199.223493	0.849421	0.014971	0.031016	0.028201	-0.126871	0.117040
1588	0.848457	0.013327	0.025747	0.023210	-0.120187	0.112110	647.000000	199.223493	0.843634	0.012687	0.022469	0.020731	-0.116696	0.107727	648.000000	199.223493	0.844213	0.011669	0.022202	0.020399	-0.110214	0.102390
1591	0.843210	0.012647	0.022385	0.019646	-0.106395	0.099104	650.000000	199.223493	0.844849	0.010691	0.014147	0.013164	-0.101717	0.094239	651.000000	199.223493	0.844637	0.010072	0.011390	0.010381	-0.098090	0.089520
1594	0.844985	0.009436	0.011088	0.008943	-0.093760	0.085921	653.000000	199.223493	0.842940	0.008917	0.008216	0.006553	-0.087500	0.082196	654.000000	199.223493	0.844097	0.008567	0.006850	0.005548	-0.085639	0.078507
1597	0.844020	0.008012	0.005570	0.003788	-0.081144	0.075139	656.000000	199.223493	0.840760	0.007781	0.004378	0.004014	-0.078771	0.071779	657.000000	199.223493	0.838484	0.008341	0.003636	0.003028	-0.073698	0.068004
1600	0.838542	0.007735	0.003453	0.002381	-0.069965	0.065078	659.000000	199.223493	0.834606	0.006596	0.003532	0.001868	-0.064053	0.061387	660.000000	199.223493	0.834549	0.007084	0.001998	0.001533	-0.059201	0.058136
1603	0.832774	0.006042	0.001596	0.000905	-0.056616	0.054115	662.000000	199.223493	0.834163	0.005470	0.000653	0.000740	-0.049961	0.050354	663.000000	199.223493	0.835667	0.004758	0.001359	0.000336	-0.046200	0.047174
1606	0.836169	0.004784	0.001434	0.001003	-0.044425	0.044442	665.000000	199.223493	0.835880	0.003541	0.000077	0.000801	-0.041223	0.042131	666.000000	199.223493	0.837326	0.002899	-0.000169	0.000614	-0.036892	0.038664
1609	0.835552	0.003953	0.000369	0.000332	-0.033449	0.036661	668.000000	199.223493	0.837751	0.001871	0.000540	0.000222	-0.028646	0.034927	669.000000	199.223493	0.832369	0.001842	0.000391	0.000725	-0.025878	0.032795
1612	0.832755	0.002098	0.000181	0.000507	-0.024740	0.031087	671.000000	199.223493	0.832041	0.003643	-0.000024	0.000171	-0.024923	0.028315	672.000000	199.223493	0.834356	0.002392	0.000223	0.000619	-0.022396	0.026304
