# tiempo	mean_var1	std_var1	mean_var2	std_var2	mean_var3	std_var3	mean_var4	std_var4	mean_var5	std_var5	mean_var6	std_var6	mean_var7	std_var7	mean_var8	std_var8	mean_var9	std_var9	mean_var10	std_var10	mean_var11	std_var11
1573	0.860012	0.024753	0.120140	0.107409	-0.197386	0.176898	632.000000	199.223493	0.858796	0.020837	0.096870	0.086150	-0.194705	0.173270	633.000000	199.223493	0.854784	0.020813	0.084212	0.074230	-0.191281	0.169785
1576	0.854803	0.019567	0.074101	0.066450	-0.186015	0.165560	635.000000	199.223493	0.858951	0.018268	0.067879	0.060362	-0.181163	0.161029	636.000000	199.223493	0.854707	0.017293	0.055073	0.049852	-0.174460	0.156901
1579	0.855691	0.016717	0.052710	0.046733	-0.169396	0.152251	638.000000	199.223493	0.856057	0.015717	0.047799	0.041978	-0.163928	0.148247	639.000000	199.223493	0.852585	0.015225	0.041680	0.036659	-0.158941	0.143772
1582	0.852025	0.015090	0.037792	0.033218	-0.155488	0.139141	641.000000	199.223493	0.852894	0.014092	0.035591	0.031625	-0.150309	0.134488	642.000000	199.223493	0.851080	0.014122	0.032727	0.029368	-0.145650	0.129910
1585	0.849074	0.013404	0.026215	0.023821	-0.140789	0.124906	644.000000	199.223493	0.848592	0.013239	0.023973	0.021238	-0.136787	0.120138	645.000000	199.223493	0.846972	0.011630	0.019161	0.017049	-0.129649	0.115439
1588	0.846161	0.012287	0.018527	0.017431	-0.124499	0.110901	647.000000	199.223493	0.846875	0.011165	0.018516	0.016362	-0.118065	0.105944	648.000000	199.223493	0.846836	0.010102	0.016188	0.013799	-0.114014	0.101635
1591	0.847782	0.011152	0.016035	0.014094	-0.110060	0.096725	650.000000	199.223493	0.846219	0.010669	0.013938	0.012141	-0.103472	0.092164	651.000000	199.223493	0.847801	0.010596	0.012268	0.012275	-0.098804	0.088238
1594	0.845833	0.009881	0.010525	0.010445	-0.094059	0.084066	653.000000	199.223493	0.846470	0.008885	0.011169	0.011050	-0.090972	0.080563	654.000000	199.223493	0.843133	0.008407	0.009559	0.009485	-0.087712	0.076143
1597	0.840143	0.009651	0.008203	0.006985	-0.084124	0.073384	656.000000	199.223493	0.840239	0.009328	0.007966	0.006868	-0.077624	0.070703	657.000000	199.223493	0.838503	0.008561	0.007134	0.005211	-0.074460	0.067493
1600	0.840008	0.007163	0.005126	0.003870	-0.072087	0.063303	659.000000	199.223493	0.839448	0.006840	0.004915	0.004380	-0.067390	0.060263	660.000000	199.223493	0.836400	0.007382	0.004974	0.004681	-0.065056	0.057072
1603	0.839294	0.006319	0.003310	0.004018	-0.062182	0.054202	662.000000	199.223493	0.839873	0.004242	0.004312	0.003705	-0.058198	0.051698	663.000000	199.223493	0.838484	0.004027	0.002863	0.002539	-0.054639	0.049072
1606	0.840972	0.003760	0.001414	0.002138	-0.052894	0.047167	665.000000	199.223493	0.841281	0.004288	0.001818	0.002007	-0.050907	0.044379	666.000000	199.223493	0.840818	0.004390	0.003003	0.002455	-0.047145	0.041959
1609	0.836806	0.004234	0.001374	0.001276	-0.044377	0.039584	668.000000	199.223493	0.839024	0.004831	0.001980	0.001590	-0.042419	0.037054	669.000000	199.223493	0.835861	0.004942	0.000782	0.000831	-0.037413	0.034537
1612	0.833680	0.005857	0.000896	0.000697	-0.036873	0.032109	671.000000	199.223493	0.835860	0.005056	0.001465	0.000910	-0.033536	0.030496	672.000000	199.223493	0.834144	0.005807	0.000922	0.000482	-0.032031	0.028849
1615	0.837018	0.004441	-0.000163	0.000485	-0.031800	0.026515	674.000000	199.223493	0.834491	0.003872	0.000450	0.000653	-0.030392	0.024102	675.000000	199.223493	0.833835	0.003076	0.000724	0.000579	-0.028347	0.023271
1618	0.834780	0.002945	-0.000347	0.000516	-0.024402	0.021760	677.000000	199.223493	0.834510	0.003322	0.000870	0.000419	-0.023505	0.021059	678.000000	199.223493	0.832677	0.002288	0.000454	0.000482	-0.020129	0.019634
1621	0.832581	0.002618	0.001074	0.000444	-0.017670	0.018509	680.000000	199.223493	0.833816	0.001704	0.000374	0.000450	-0.017294	0.016929	681.000000	199.223493	0.833526	0.002383	-0.000182	0.000511	-0.014468	0.015817
1624	0.836670	0.002040	-0.000033	0.000752	-0.011748	0.015621	683.000000	199.223493	0.834549	0.001395	-0.000802	0.000610	-0.012510	0.013324	684.000000	199.223493	0.834780	0.002894	-0.000271	0.000853	-0.012317	0.012592
1627	0.832079	0.001913	0.000743	0.000273	-0.009906	0.011201	686.000000	199.223493	0.834876	0.002876	-0.000578	0.000225	-0.009491	0.010600	687.000000	199.223493	0.832870	0.003282	-0.000874	0.000454	-0.007784	0.009242
