# tiempo	mean_var1	std_var1	mean_var2	std_var2	mean_var3	std_var3	mean_var4	std_var4	mean_var5	std_var5	mean_var6	std_var6	mean_var7	std_var7	mean_var8	std_var8	mean_var9	std_var9	mean_var10	std_var10	mean_var11	std_var11
1573	0.741513	0.083833	0.001320	0.000755	0.003781	0.002239	632.000000	199.223493	0.773013	0.056182	0.000446	0.000616	0.002566	0.001844	633.000000	199.223493	0.789776	0.038650	0.000558	0.000217	0.003415	0.001483
1576	0.800926	0.030662	-0.000403	0.000466	0.003521	0.002132	635.000000	199.223493	0.809530	0.024182	0.000873	0.000514	0.003906	0.001527	636.000000	199.223493	0.813001	0.019484	0.000761	0.000242	0.005700	0.001923
1579	0.820004	0.016391	-0.000273	0.000482	0.003000	0.002163	638.000000	199.223493	0.821952	0.015552	-0.000072	0.000395	0.002479	0.001975	639.000000	199.223493	0.822492	0.013175	-0.000515	0.000348	0.003270	0.002224
1582	0.825829	0.010679	0.000352	0.000816	0.002845	0.001811	641.000000	199.223493	0.826659	0.011514	0.000630	0.000359	0.003086	0.003078	642.000000	199.223493	0.828009	0.010953	-0.000395	0.000694	0.002218	0.003345
1585	0.831501	0.009710	0.000565	0.000905	0.001929	0.002480	644.000000	199.223493	0.833449	0.006903	0.000755	0.000849	0.001823	0.002645	645.000000	199.223493	0.835513	0.006213	0.001228	0.000630	0.001456	0.001649
1588	0.831964	0.005520	0.000313	0.000566	0.002807	0.001525	647.000000	199.223493	0.829861	0.005578	-0.000096	0.000410	0.003810	0.001768	648.000000	199.223493	0.826543	0.005300	0.000087	0.000366	0.002160	0.001388
1591	0.826119	0.004212	-0.000455	0.000489	0.002710	0.001073	650.000000	199.223493	0.825347	0.003247	0.001076	0.000437	0.001408	0.001252	651.000000	199.223493	0.824672	0.002295	0.000018	0.000271	-0.000096	0.001568
1594	0.825521	0.002582	0.000497	0.000626	0.000637	0.001263	653.000000	199.223493	0.827778	0.002527	0.000412	0.000603	0.002228	0.000808	654.000000	199.223493	0.829244	0.002573	0.000448	0.000367	0.002257	0.000821
1597	0.830498	0.003265	-0.000553	0.000181	0.002604	0.001043	656.000000	199.223493	0.829707	0.002401	0.000097	0.000704	0.001968	0.000734	657.000000	199.223493	0.830073	0.001235	0.000012	0.000435	0.001891	0.001039
1600	0.832407	0.000649	-0.000453	0.000528	0.002064	0.001102	659.000000	199.223493	0.830922	0.000587	0.000145	0.000368	0.001813	0.001443	660.000000	199.223493	0.828646	0.001679	-0.000342	0.000685	0.000550	0.001706
1603	0.830112	0.001834	-0.000058	0.000426	0.001370	0.001480	662.000000	199.223493	0.830093	0.002616	-0.000344	0.000735	0.002054	0.002474	663.000000	199.223493	0.827778	0.002231	-0.000953	0.000200	0.000801	0.001816
1606	0.827160	0.002525	0.000201	0.000217	0.001456	0.001893	665.000000	199.223493	0.825791	0.002529	0.000630	0.000587	-0.000482	0.001802	666.000000	199.223493	0.828954	0.000348	-0.000333	0.000516	-0.001659	0.001960
1609	0.829803	0.001271	0.000581	0.000714	-0.000569	0.001901	668.000000	199.223493	0.830478	0.001281	0.000181	0.000573	0.000714	0.001586	669.000000	199.223493	0.830324	0.001018	0.000284	0.000636	-0.001524	0.001754
1612	0.831597	0.002443	0.000060	0.000303	0.000405	0.001911	671.000000	199.223493	0.833121	0.003588	-0.000494	0.000606	0.000097	0.002132	672.000000	199.223493	0.833179	0.001895	-0.000519	0.000318	0.001370	0.002877
1615	0.832273	0.002851	-0.000013	0.000240	0.002257	0.002339	674.000000	199.223493	0.832581	0.003078	0.000506	0.000708	0.001341	0.001439	675.000000	199.223493	0.831790	0.002662	0.000543	0.000370	0.001707	0.001783
1618	0.831713	0.002223	0.000261	0.000358	0.000463	0.001235	677.000000	199.223493	0.830710	0.002797	0.000350	0.000362	0.000965	0.001452	678.000000	199.223493	0.828530	0.002518	-0.000298	0.000136	0.000289	0.001246
1621	0.828414	0.002569	0.000996	0.000643	-0.001476	0.001037	680.000000	199.223493	0.829861	0.003111	0.001195	0.000785	-0.000704	0.001642	681.000000	199.223493	0.829051	0.003264	0.000655	0.000547	-0.000569	0.001677
1624	0.828395	0.003002	0.000880	0.000534	-0.001514	0.001212	683.000000	199.223493	0.826235	0.003009	0.000673	0.000647	0.000926	0.001039	684.000000	199.223493	0.828086	0.002412	0.000757	0.000624	0.000424	0.001819
1627	0.829456	0.001980	0.000309	0.000202	-0.000376	0.001985	686.000000	199.223493	0.829186	0.002338	0.000045	0.000315	0.000608	0.002581	687.000000	199.223493	0.828492	0.002559	-0.000184	0.000653	0.002006	0.001925
1630	0.830961	0.002581	0.001007	0.000594	0.003328	0.002056	689.000000	199.223493	0.831153	0.002264	0.000502	0.000408	0.002894	0.002310	690.000000	199.223493	0.831752	0.001431	0.000179	0.000541	0.001456	0.002031
1633	0.828974	0.001535	-0.000161	0.000433	0.002633	0.002179	692.000000	199.223493	0.830633	0.002143	0.001123	0.000659	0.000714	0.001898	693.000000	199.223493	0.829957	0.002258	0.000450	0.000464	0.001051	0.001727
1636	0.829282	0.001942	0.000392	0.000565	0.002218	0.001802	695.000000	199.223493	0.828009	0.001395	0.001273	0.000441	-0.000231	0.001653	696.000000	199.223493	0.828144	0.001311	0.001168	0.000345	-0.001013	0.001188
1639	0.828704	0.002504	0.000159	0.000392	-0.000492	0.001112	698.000000	199.223493	0.825560	0.002518	-0.000893	0.000280	-0.001379	0.001971	699.000000	199.223493	0.826138	0.002470	0.000357	0.000532	-0.000858	0.002404
1642	0.827816	0.002261	-0.000082	0.000591	-0.000772	0.002510	701.000000	199.223493	0.830016	0.002108	0.000865	0.000393	-0.000714	0.002572	702.000000	199.223493	0.831501	0.002187	0.001077	0.000411	0.000183	0.002299
1645	0.835725	0.003953	0.000703	0.000386	-0.001620	0.002127	704.000000	199.223493	0.833063	0.004364	0.001391	0.000536	-0.001321	0.001991	705.000000	199.223493	0.832774	0.003968	0.000652	0.000522	0.001013	0.001862
1648	0.833873	0.002732	0.000348	0.000330	0.000261	0.001530	707.000000	199.223493	0.834144	0.002467	0.001313	0.000557	-0.001794	0.001396	708.000000	199.223493	0.836227	0.001038	0.000777	0.000215	-0.000907	0.001869
1651	0.835571	0.001306	0.001379	0.000458	-0.000048	0.001631	710.000000	199.223493	0.835957	0.002277	0.001187	0.000630	0.000598	0.001512	711.000000	199.223493	0.836767	0.001986	0.001400	0.000422	0.000984	0.001642
1654	0.836728	0.001366	0.001472	0.000333	0.000781	0.002585	713.000000	199.223493	0.836844	0.001580	0.002071	0.000729	0.002874	0.001921	714.000000	199.223493	0.835320	0.002458	0.002300	0.001091	0.004080	0.001754
1657	0.835070	0.002200	0.002053	0.001926	0.002450	0.001888	716.000000	199.223493	0.834992	0.001949	0.000341	0.001097	0.002112	0.001806	717.000000	199.223493	0.831655	0.000990	0.000954	0.000521	0.001601	0.000782
1660	0.831867	0.001861	0.001239	0.000749	0.003077	0.001310	719.000000	199.223493	0.828704	0.002628	0.000505	0.000463	0.001235	0.001429	720.000000	199.223493	0.830054	0.003345	-0.000273	0.000369	0.002170	0.001200
1663	0.832485	0.004346	0.000027	0.000284	0.001553	0.001223	722.000000	199.223493	0.834201	0.003521	0.001328	0.000189	0.000771	0.001061	723.000000	199.223493	0.831771	0.002812	0.000925	0.000462	0.002276	0.001869
1666	0.829880	0.002902	0.000708	0.000535	0.000241	0.001501	725.000000	199.223493	0.829784	0.005210	0.000110	0.000354	0.000695	0.001806	726.000000	199.223493	0.833526	0.003492	-0.000438	0.000303	-0.001775	0.001637
1669	0.832292	0.002631	-0.000026	0.000442	-0.003819	0.001147	728.000000	199.223493	0.832600	0.002395	0.000109	0.000468	-0.003327	0.001719	729.000000	199.223493	0.833102	0.002860	0.000463	0.000424	-0.002546	0.001077
1672	0.833044	0.003170	0.000519	0.000347	-0.002681	0.001342	731.000000	199.223493	0.831347	0.002164	-0.000258	0.000628	-0.002643	0.002021	732.000000	199.223493	0.834144	0.003270	0.000158	0.000704	-0.002190	0.001992
1675	0.831057	0.002587	0.000457	0.000422	-0.000116	0.002327	734.000000	199.223493	0.829340	0.001845	0.001001	0.000305	-0.002701	0.002513	735.000000	199.223493	0.828607	0.002472	0.000073	0.000456	-0.001254	0.002443
1678	0.825714	0.002791	-0.000275	0.000250	-0.000473	0.002495	737.000000	199.223493	0.829919	0.003664	-0.000312	0.000536	-0.000733	0.002165	738.000000	199.223493	0.830613	0.003808	-0.000858	0.000347	-0.001244	0.001353
1681	0.829610	0.002910	-0.000021	0.000396	0.000434	0.001405	740.000000	199.223493	0.829225	0.003004	-0.000147	0.000344	-0.001186	0.001915	741.000000	199.223493	0.828935	0.003144	0.000335	0.000353	0.000270	0.001203
1684	0.829533	0.001504	0.000140	0.000488	0.000849	0.001074	743.000000	199.223493	0.830363	0.002122	-0.000018	0.000334	0.000386	0.001243	744.000000	199.223493	0.830710	0.001733	0.000081	0.000203	0.000753	0.000624
1687	0.829765	0.000927	0.000075	0.000496	-0.000058	0.001126	746.000000	199.223493	0.828453	0.001992	-0.000001	0.000294	0.001302	0.000672	747.000000	199.223493	0.829861	0.002230	-0.000353	0.000509	-0.000260	0.001089
1690	0.826968	0.002849	-0.001188	0.000460	0.001447	0.001369	749.000000	199.223493	0.827141	0.001907	-0.000171	0.000740	0.002691	0.001561	750.000000	199.223493	0.824942	0.001576	0.000316	0.000599	0.001370	0.001452
1693	0.827103	0.002428	0.000218	0.000826	0.002604	0.002473	752.000000	199.223493	0.832909	0.001708	0.000170	0.000392	0.001630	0.001864	753.000000	199.223493	0.837230	0.003064	-0.000110	0.000763	0.002151	0.001836
1696	0.837674	0.001205	-0.000874	0.000727	0.002247	0.002689	755.000000	199.223493	0.836786	0.001288	-0.000885	0.000772	0.001003	0.001661	756.000000	199.223493	0.834067	0.001307	0.000109	0.000720	0.000772	0.001900
1699	0.834452	0.001648	0.000339	0.000271	0.000482	0.001532	758.000000	199.223493	0.833700	0.001342	0.000174	0.000500	0.000617	0.002139	759.000000	199.223493	0.833719	0.001767	0.000328	0.000343	0.000039	0.002353
1702	0.834259	0.002185	0.000183	0.000303	-0.001408	0.001986	761.000000	199.223493	0.833083	0.001481	-0.000460	0.000411	-0.000521	0.002232	762.000000	199.223493	0.833488	0.001748	0.000117	0.000449	-0.000145	0.001578
1705	0.831501	0.001709	-0.000005	0.000463	0.001910	0.001672	764.000000	199.223493	0.831462	0.001380	0.000226	0.000328	-0.000405	0.001580	765.000000	199.223493	0.831347	0.001538	-0.000087	0.000366	0.000579	0.001197
1708	0.831308	0.001724	-0.000184	0.000500	0.000251	0.000988	767.000000	199.223493	0.832022	0.001676	0.000246	0.000850	-0.000357	0.001697	768.000000	199.223493	0.830286	0.001483	-0.000493	0.000409	-0.000135	0.001824
1711	0.830864	0.001809	-0.000986	0.000466	0.000125	0.001858	770.000000	199.223493	0.832060	0.002261	-0.001122	0.000503	-0.000743	0.002330	771.000000	199.223493	0.829340	0.004232	-0.001819	0.000748	-0.001042	0.002410
1714	0.827392	0.003920	-0.000858	0.000631	-0.001273	0.002485	773.000000	199.223493	0.827951	0.002868	0.000213	0.000528	-0.001225	0.003032	774.000000	199.223493	0.830305	0.002777	0.000703	0.000732	-0.002257	0.002134
1717	0.829109	0.003156	-0.000512	0.000328	-0.001119	0.001728	776.000000	199.223493	0.830131	0.002244	-0.001010	0.000339	-0.000916	0.002529	777.000000	199.223493	0.831906	0.003438	-0.000338	0.000269	0.001331	0.001989
1720	0.831983	0.002718	-0.000120	0.000310	0.002315	0.002043	779.000000	199.223493	0.832080	0.001864	-0.000429	0.000453	0.002701	0.002292	780.000000	199.223493	0.830517	0.001184	0.000587	0.000480	0.002382	0.002775
1723	0.831597	0.002301	0.000006	0.000340	0.002681	0.002088	782.000000	199.223493	0.831617	0.002842	-0.000291	0.000486	0.003704	0.002905	783.000000	199.223493	0.831867	0.002021	-0.000352	0.000322	0.003627	0.002158
1726	0.835127	0.001816	-0.000750	0.000275	0.004012	0.001691	785.000000	199.223493	0.834008	0.002175	0.000310	0.000432	0.004253	0.001814	786.000000	199.223493	0.830498	0.001017	-0.000179	0.000183	0.004861	0.002419
1729	0.828916	0.001454	0.000561	0.000280	0.003723	0.002452	788.000000	199.223493	0.831616	0.002319	0.000674	0.000270	0.004041	0.001643	789.000000	199.223493	0.833372	0.001879	0.000587	0.000680	0.004089	0.001120
1732	0.829900	0.001653	-0.000040	0.000397	0.005054	0.001818	791.000000	199.223493	0.829861	0.001294	0.000110	0.000074	0.002980	0.001851	792.000000	199.223493	0.829167	0.002202	0.000218	0.000429	0.003202	0.001356
1735	0.829244	0.000657	-0.000492	0.000660	0.002344	0.001550	794.000000	199.223493	0.830363	0.000929	-0.000146	0.000593	0.003839	0.001154	795.000000	199.223493	0.829090	0.001637	-0.000550	0.000561	0.003125	0.001679
1738	0.831038	0.002068	0.000128	0.000542	0.002652	0.000699	797.000000	199.223493	0.832369	0.001564	0.000166	0.000513	0.001640	0.001398	798.000000	199.223493	0.829398	0.001463	0.000063	0.000384	0.002778	0.001982
1741	0.828414	0.002664	0.000141	0.000441	0.002074	0.000974	800.000000	199.223493	0.830131	0.002454	-0.000430	0.000611	0.004061	0.001323	801.000000	199.223493	0.832851	0.002484	-0.001021	0.000680	0.001389	0.002021
1744	0.832832	0.001665	0.000059	0.000855	0.001042	0.002444	803.000000	199.223493	0.831925	0.001759	0.000317	0.000719	0.000627	0.003068	804.000000	199.223493	0.833140	0.002380	-0.000116	0.001003	0.000463	0.002474
1747	0.834317	0.001884	-0.000566	0.000346	-0.000415	0.002410	806.000000	199.223493	0.833565	0.001795	0.000300	0.000556	-0.001698	0.002935	807.000000	199.223493	0.834201	0.001474	-0.000369	0.000685	-0.000154	0.002584
1750	0.834992	0.002132	0.001367	0.000314	-0.002363	0.002646	809.000000	199.223493	0.835475	0.002795	0.000995	0.000656	-0.000964	0.002993	810.000000	199.223493	0.835436	0.002584	0.000221	0.000647	-0.000087	0.003053
1753	0.836053	0.002111	0.001410	0.000539	-0.001061	0.001921	812.000000	199.223493	0.839622	0.001724	0.001125	0.000474	-0.001630	0.002245	813.000000	199.223493	0.838117	0.003055	0.001464	0.000443	-0.000771	0.002124
1756	0.834568	0.002228	0.000405	0.000498	-0.003154	0.002020	815.000000	199.223493	0.833835	0.002944	-0.001401	0.000405	-0.002219	0.001732	816.000000	199.223493	0.828202	0.002965	-0.000750	0.000286	-0.002055	0.001928
1759	0.827720	0.003766	-0.001067	0.000415	-0.003482	0.002362	818.000000	199.223493	0.829803	0.002610	0.000065	0.000453	-0.004958	0.003845	819.000000	199.223493	0.828819	0.001353	-0.000369	0.000433	-0.005787	0.002746
1762	0.827199	0.003604	-0.000349	0.000517	-0.003135	0.003202	821.000000	199.223493	0.830980	0.003921	-0.000309	0.000713	-0.001505	0.002316	822.000000	199.223493	0.829090	0.004138	-0.000811	0.000696	-0.003376	0.002191
